11	tt10432114:-	tt10464624:-	tt10501362:-	tt10556772:-	tt10613000:-	tt10613006:-	tt10713140:-	tt10713144:-	
12	tt13509262:-	tt13529668:-	tt13529676:-	tt13529680:-	tt13529688:-	tt13529694:-	tt13529706:-	tt13529848:-	
13	tt14893852:-	tt15000560:-	
1	tt1880626:-	tt1880627:-	tt1880628:-	tt1880629:-	tt1880630:-	tt1880631:-	tt1881758:-	tt1887226:-	
2	tt1884828:-	tt1884829:-	tt1884830:-	tt1884831:-	tt1884832:-	tt1887223:-	tt1887224:-	tt1887225:-	
3	tt1970999:-	tt1971000:-	tt1977425:-	tt1977426:-	tt2003628:-	tt2003629:-	tt2015933:-	tt2015934:-	
4	tt5923356:-	tt5927688:-	tt5927708:-	tt5927724:-	tt5927744:-	tt5927798:-	tt5927812:-	tt5927828:-	
5	tt5923376:-	tt5927964:-	tt5927994:-	tt5928006:-	tt5928062:-	tt5929020:-	tt5929040:-	tt5929050:-	
6	tt5923378:-	tt5929080:-	tt5929102:-	tt5929112:-	tt5929126:-	tt5929146:-	tt5929174:-	tt5929196:-	
7	tt5923390:-	tt5929206:-	tt5929212:-	tt5929222:-	tt5929228:-	tt5929232:-	tt5929238:-	tt5929244:-	
8	tt5923412:-	tt5923446:-	tt5923472:-	tt5923480:-	tt5923486:-	tt5923506:-	tt5929266:-	tt5929288:-	
9	tt7049564:-	tt7049576:-	tt7120738:-	tt7120750:-	tt7120764:-	tt7120772:-	tt7120786:-	tt7120788:-	
10	tt8452348:-	tt8452352:-	tt8452358:-	tt8452360:-	tt8452368:-	tt8452386:-	tt8452394:-	tt8452408:-	
