1	tt12675068:-	tt12852762:-	tt12852774:-	tt12852786:-	tt12852798:-	tt12852802:-	tt12852806:-	tt12852808:-	tt12852816:-	tt12852824:-	tt12852830:-	tt12852838:-	tt12852848:-	tt12852864:-	tt12852908:-	tt12852916:-	tt12852924:-	tt12852942:-	tt12852950:-	tt12852964:-	tt12852980:-	tt12852982:-	tt12852992:-	tt12853000:-	tt12853012:-	tt12853022:-	tt12853036:-	tt12853038:-	tt12853042:-	tt12853044:-	tt12853048:-	tt12853050:-	tt2080921:-	tt2084561:-	tt2260155:-	tt3127548:-	tt7340100:-	
2	tt12689660:-	tt12689676:-	tt12689716:-	tt12689728:-	tt12853066:-	tt12853074:-	tt12853088:-	tt12853100:-	tt12853108:-	tt12853118:-	tt12853136:-	tt12853144:-	tt12853160:-	tt12853172:-	tt12853184:-	tt12853186:-	tt12853194:-	tt12853212:-	tt12853218:-	tt12853232:-	tt12853238:-	tt12853242:-	tt12853244:-	tt12853248:-	tt12853250:-	tt12853252:-	tt12853256:-	tt12853260:-	tt12853266:-	tt12853268:-	tt12853274:-	tt12853280:-	tt12853294:-	tt12853300:-	tt3013242:-	tt3013244:-	tt3013256:-	
3	tt12853402:-	tt12853412:-	tt12853430:-	tt12853482:-	tt12853486:-	tt12853496:-	tt12853508:-	tt12853516:-	tt12853526:-	tt12853538:-	tt12853588:-	tt12853600:-	tt12853616:-	tt12853630:-	tt12853670:-	tt12853676:-	tt12853680:-	tt12853684:-	tt12853686:-	tt12853692:-	tt12853716:-	tt12853724:-	tt12853740:-	tt12853748:-	tt12853754:-	tt12853762:-	tt12853768:-	tt12853770:-	tt12853774:-	tt12853780:-	tt12853782:-	tt12853862:-	tt12853876:-	tt12853888:-	tt12853902:-	tt12853920:-	
