1	tt3091292:-	tt3091312:-	tt3091314:-	tt3091326:-	tt3091328:-	tt3091358:-	tt3091362:-	tt3091366:-	tt3091372:-	tt3091388:-	tt3091392:-	tt3091394:-	tt3091410:-	
2	tt3116498:-	tt3116500:-	tt3116504:-	tt3116506:-	tt3116508:-	tt3116510:-	tt3116512:-	tt3116514:-	tt3116516:-	tt3116520:-	tt3116522:-	tt3116524:-	tt3116526:-	
3	tt3116556:-	tt3116558:-	tt3116560:-	tt3116562:-	tt3116564:-	tt3116568:-	tt3116572:-	tt3116580:-	tt3116600:-	tt3116604:-	tt3116606:-	tt3116608:-	tt3116610:-	tt3116614:-	
4	tt3116618:-	tt3116620:-	tt3116624:-	tt3116626:-	tt3201104:-	tt3201282:-	tt3201288:-	tt3201290:-	tt3520256:-	tt3520268:-	tt3524632:-	tt3530096:-	tt3566552:-	tt3581374:-	
5	tt3116628:-	tt3116630:-	tt3116632:-	tt3116638:-	tt3116640:-	tt3116642:-	tt3116646:-	tt3116650:-	tt3116654:-	tt3116656:-	tt3116658:-	tt3116660:-	tt3116662:-	tt3116664:-	
7	tt3526468:-	tt3700720:-	tt3878994:-	tt3892964:-	tt3904974:-	tt3953450:-	tt3958824:-	tt3961056:-	tt3974566:-	tt3985526:-	tt3992310:-	tt4007414:-	tt4009582:-	tt4016590:-	
6	tt3528996:-	tt3529008:-	tt3529012:-	tt3545210:-	tt3561742:-	tt3593180:-	tt3611368:-	tt3618890:-	tt3631002:-	tt3674082:-	tt3687936:-	tt3715142:-	tt3720730:-	tt3742634:-	
8	tt4028344:-	tt4058646:-	tt4078874:-	tt4105594:-	tt4243240:-	
