3	tt1927402:-	tt1927411:-	tt1927413:-	tt1927416:-	tt1927419:-	tt1927428:-	
1	tt1927403:-	tt1927406:-	tt1927407:-	tt1927412:-	tt1927414:-	tt1927432:-	
2	tt1927404:-	tt1927409:-	tt1927417:-	tt1927425:-	tt1927426:-	tt1927431:-	
4	tt1927405:-	tt1927408:-	tt1927420:-	tt1927429:-	tt1927434:-	tt1927436:-	
6	tt1927410:-	tt1927415:-	tt1927418:-	tt1927422:-	tt1927424:-	tt1927433:-	
5	tt1927421:-	tt1927423:-	tt1927427:-	tt1927430:-	tt1927435:-	tt1927437:-	
10	tt1928638:-	tt1928645:-	tt1928647:-	tt1928649:-	tt1928650:-	tt1928652:-	
8	tt1928639:-	tt1928640:-	tt1928641:-	tt1928653:-	tt1928657:-	tt1928658:-	
7	tt1928642:-	tt1928646:-	tt1928648:-	tt1928651:-	tt1928654:-	tt1928655:-	
9	tt1928643:-	tt1928644:-	tt1928656:-	tt1928659:-	tt1928660:-	tt1928661:-	
