1	tt10920004:-	tt10920006:-	tt10920010:-	tt10920012:-	tt10920016:-	tt10920018:-	tt10920024:-	tt10920026:-	tt10920028:-	tt10920032:-	tt10920038:-	tt10920040:-	tt10920042:-	tt10920044:-	tt10920046:-	tt10920050:-	tt10920052:-	tt10920054:-	tt10920058:-	tt10920062:-	tt10920064:-	tt10920066:-	tt10920068:-	
2	tt10920108:-	tt10920112:-	tt10920114:-	tt10920118:-	tt10920124:-	tt10920130:-	tt10920134:-	tt10920136:-	tt10920142:-	tt10920144:-	tt10920150:-	tt10920154:-	tt10920156:-	tt10920162:-	tt10920164:-	tt10920166:-	tt10920168:-	tt10920170:-	tt10920172:-	tt10920176:-	tt10920178:-	tt10920180:-	tt10920182:-	
3	tt10920198:-	tt10920202:-	tt10920204:-	tt10920208:-	tt10920214:-	tt10920218:-	tt10920220:-	tt10920222:-	tt10920226:-	tt10920228:-	tt10920230:-	tt10920234:-	tt10920240:-	tt10920242:-	tt10920244:-	tt10920254:-	tt10920256:-	tt10920258:-	tt10920260:-	tt10920268:-	tt10920272:-	tt10920276:-	tt10920282:-	tt10920284:-	tt10920286:-	tt10920290:-	tt10920298:-	tt10920300:-	tt10920302:-	tt10920304:-	tt10920306:-	tt10920310:-	tt10920312:-	tt10920314:-	tt10920316:-	tt10920322:-	tt10920324:-	tt10920328:-	tt10920330:-	tt10920332:-	tt10920334:-	tt10920338:-	tt10920342:-	tt10920348:-	tt10920350:-	tt10920354:-	
