10	tt11275412:-	tt9531950:-	tt9597046:-	tt9630706:-	tt9646976:-	
11	tt11908988:-	tt11958624:-	tt11984778:-	tt12078928:-	tt12078934:-	
1	tt2296429:6.8	tt2296431:7.3	tt2296433:7.6	
2	tt2610310:7.5	tt2621222:6.4	tt2641630:7.1	tt2662820:6.8	tt2675386:6.9	
3	tt3450702:6.8	tt3465384:6.8	tt3470602:7.2	tt3498258:6.5	
4	tt4314058:6.9	tt4314098:6.8	tt4316470:6.5	tt4320872:6.5	tt4320902:6.3	
5	tt5327834:7.0	tt5348926:6.3	tt5348928:6.6	tt5350520:6.4	tt5350522:6.2	
6	tt6380648:6.2	tt6392932:6.8	tt6410810:7.4	tt6439106:6.7	tt6464538:6.4	
7	tt7154854:-	tt7368110:-	tt7403826:-	tt7439232:6.4	tt7466504:6.4	tt7747434:-	
8	tt7154858:5.7	tt7847078:5.6	tt7884642:-	tt7912370:-	
9	tt7154860:-	tt8986260:-	tt9024092:-	tt9049198:-	tt9424506:-	
