1	tt0882582:-	tt0882583:-	tt0883834:-	tt0883835:-	tt0883836:-	tt0883837:-	tt0883838:-	tt0888955:-	
2	tt1009823:-	tt1011899:-	tt1027545:-	tt1030368:-	tt1030369:-	tt1030370:-	tt1044758:-	tt1044759:-	tt1122433:-	tt1122434:-	
16	tt11207866:-	tt11207868:-	tt11256868:-	tt11268548:-	tt11268550:-	tt11380712:-	tt11447752:-	
3	tt1177741:-	tt1178066:-	tt1182190:-	tt1184910:-	tt1188190:-	tt1195571:-	tt1195572:-	tt1199226:-	
4	tt1309311:-	tt1330463:-	tt1331237:-	tt1331924:-	tt1331925:-	tt1333518:-	tt1333519:-	tt1348028:-	tt1350331:-	tt1350332:-	
5	tt1544363:-	tt1544364:-	tt1544365:-	tt1544366:-	tt1544367:-	tt1544787:-	tt1556409:-	tt1556410:-	tt1565673:-	tt1565674:-	tt1575357:-	tt1575358:-	
6	tt1745304:-	tt1769047:-	tt1769048:-	tt1769049:-	tt1783529:-	tt1783530:-	tt1784169:-	tt1784170:-	tt1784171:-	tt1784172:-	tt1784173:-	tt1796193:-	
7	tt2043560:-	tt2043561:-	tt2043562:-	tt2098378:-	tt2098379:-	tt2111887:-	tt2114153:-	tt2122849:-	
8	tt2315147:-	tt2317971:-	tt2356481:-	tt2356483:-	tt2367843:-	tt2380829:-	tt2387155:-	tt2393297:-	
9	tt2498718:-	tt2498764:-	tt2498766:-	tt2498768:-	tt2498772:-	tt2498776:-	tt2593852:-	tt2612850:-	
10	tt2746646:-	tt2746660:-	tt2813050:-	tt2813056:-	tt2813060:-	tt2860732:-	tt2860744:-	tt2860746:-	
11	tt3609222:-	tt3609228:-	tt3661204:-	tt3661234:-	tt3689372:-	tt3719592:-	tt3719606:-	tt3725710:-	
12	tt5153842:-	tt5153862:-	tt5193318:-	tt5193320:-	tt5211700:-	tt5224286:-	tt5254982:-	tt5255032:-	
13	tt6109986:-	tt6109996:-	tt6152952:-	tt6152954:-	tt6183672:-	tt6274584:-	tt6292894:-	tt7031790:-	
14	tt7093768:-	tt7260642:-	tt7279302:-	tt7281636:-	tt7281640:-	tt7281642:-	tt7320554:-	tt7320558:-	
15	tt8857690:-	tt8898466:-	tt8925190:-	tt8957640:-	tt8998650:-	tt9031400:-	tt9081952:-	tt9081962:-	
