1	tt0713610:8.5	tt0713611:8.4	tt0713612:7.0	tt0713613:8.1	tt0713614:8.9	tt0713615:8.0	tt0713616:8.3	tt0713617:8.2	tt0713618:8.7	tt0713619:7.4	tt0713620:8.7	tt0713621:8.6	tt0713622:8.4	tt0713623:8.9	tt0713624:8.0	tt0757750:8.3	tt0761316:8.8	tt0763064:8.4	tt0763065:8.7	tt0767486:8.5	tt0772002:8.9	tt0775325:9.3	
2	tt0829062:8.2	tt0829063:9.3	tt0835248:8.3	tt0837741:8.1	tt0851031:8.6	tt0855641:8.4	tt0859555:8.7	tt0868625:8.8	tt0878590:8.8	tt0883872:8.5	tt0890836:8.4	tt0921622:8.1	tt0939444:9.2	tt0940441:8.8	tt0942145:9.0	tt0942786:8.9	tt0959976:8.8	tt0964436:8.6	tt0987713:9.2	tt0987714:9.5	tt0987715:9.4	tt1000536:8.7	
15	tt10067710:7.5	tt10067734:8.6	tt10067742:8.8	tt10067744:8.3	tt10073984:6.7	tt10085356:8.4	tt10250608:8.6	tt10717880:8.7	tt10717886:8.6	tt10717892:8.2	tt10717906:7.6	tt10717912:8.4	tt10717914:8.7	tt10717918:7.6	tt10717922:7.3	tt10717928:8.7	tt10717930:8.7	tt10717932:8.4	tt10717964:8.6	tt9695548:8.3	
3	tt1032129:8.6	tt1032130:8.5	tt1032131:9.4	tt1032132:9.5	tt1032133:7.7	tt1032134:8.7	tt1032135:8.4	tt1032137:8.4	tt1032138:8.1	tt1032139:8.5	tt1032140:8.8	tt1032141:8.5	tt1107710:9.3	tt1206073:8.0	tt1222593:8.5	tt1222594:9.4	
4	tt1222595:9.5	tt1222596:8.9	tt1222597:8.1	tt1222598:8.1	tt1222599:8.8	tt1222600:8.5	tt1222601:8.7	tt1222602:9.2	tt1222603:8.8	tt1222604:9.3	tt1222605:8.4	tt1222606:8.7	tt1222607:8.8	tt1222608:8.7	tt1222609:9.4	tt1222610:8.5	tt1222611:9.3	tt1222612:8.2	tt1222613:9.3	tt1222614:8.5	tt1222615:8.8	tt1222616:8.8	
5	tt1461906:8.8	tt1464088:8.7	tt1464089:8.6	tt1488983:8.1	tt1488984:9.2	tt1506849:8.6	tt1507550:8.8	tt1511910:9.7	tt1532469:9.3	tt1533530:8.9	tt1541419:9.1	tt1543420:8.6	tt1552579:8.3	tt1588255:8.5	tt1588256:8.9	tt1588681:8.9	tt1588682:8.6	tt1594854:9.0	tt1598673:9.1	tt1599805:8.8	tt1626753:9.7	tt1626754:9.3	
6	tt1627706:7.9	tt1627707:8.6	tt1627708:9.2	tt1627709:8.4	tt1627710:8.1	tt1627711:7.7	tt1627712:9.6	tt1627713:8.4	tt1627714:9.0	tt1627715:8.7	tt1627716:8.6	tt1627717:8.0	tt1627718:8.9	tt1627719:8.6	tt1627721:8.2	tt1627722:9.2	tt1627723:8.5	tt1627724:8.5	tt1627725:8.1	tt1627726:7.9	tt1627727:8.5	tt1864037:9.0	
7	tt1995102:9.0	tt1995103:9.3	tt1995104:8.1	tt1995105:8.9	tt1995106:8.2	tt1995107:8.3	tt1995108:8.3	tt1995109:8.3	tt1995110:9.0	tt1995111:8.6	tt1995112:8.5	tt1995113:8.6	tt1995114:9.1	tt1995115:8.6	tt1995116:8.6	tt1995117:8.9	tt1995118:8.2	tt1995119:8.1	tt1995120:8.2	tt1995121:8.8	tt1995122:8.1	tt1995123:8.0	tt1995124:8.5	
8	tt2293862:7.7	tt2323362:7.2	tt2372414:8.0	tt2373078:8.4	tt2388382:8.1	tt2404088:8.3	tt2425360:8.4	tt2425378:8.2	tt2426138:8.3	tt2426140:8.8	tt2498912:8.8	tt2503932:8.6	tt2506990:9.1	tt2578700:8.6	tt2578704:7.5	tt2578708:7.8	tt2621384:7.5	tt2692382:8.6	tt2699592:8.7	tt2699596:8.5	tt2734858:8.6	tt2805138:8.6	tt2805140:9.3	
9	tt2702688:8.8	tt3025548:8.5	tt3097142:8.3	tt3098422:8.1	tt3112656:8.2	tt3112660:8.6	tt3141550:8.4	tt3158272:8.0	tt3158274:8.7	tt3158276:8.9	tt3158278:9.2	tt3158282:7.9	tt3158284:7.7	tt3182872:8.1	tt3182874:7.5	tt3182878:8.7	tt3182880:8.4	tt3182884:7.7	tt3182886:8.2	tt3182890:8.7	tt3182892:5.9	tt3182894:9.3	tt3182896:8.4	
10	tt3532628:8.3	tt3831300:8.7	tt3831310:8.3	tt3845906:7.3	tt3845910:9.5	tt3860118:8.1	tt3860122:8.2	tt3997488:8.0	tt3997490:7.8	tt3997492:8.1	tt4274892:8.0	tt4292452:8.8	tt4333228:8.1	tt4344320:8.7	tt4344332:7.4	tt4427940:7.3	tt4443976:8.6	tt4489472:8.8	tt4489474:8.6	tt4489476:8.2	tt4489482:7.3	tt4489484:9.1	tt4489486:9.1	
11	tt4346788:8.6	tt4857906:8.7	tt4857918:8.2	tt4995876:9.6	tt5056820:8.5	tt5056822:8.5	tt5056828:8.3	tt5056832:9.0	tt5056836:9.2	tt5087242:9.1	tt5239780:8.6	tt5265450:8.4	tt5352054:8.2	tt5390282:8.8	tt5432122:7.9	tt5432150:9.0	tt5432156:8.5	tt5538526:7.8	tt5539106:8.8	tt5547512:9.5	tt5547522:8.8	tt5547530:8.8	tt5547538:8.5	
12	tt5540416:8.4	tt5669110:8.2	tt5669112:8.0	tt5669114:8.4	tt5669116:8.5	tt5669118:7.7	tt5669120:7.5	tt5669122:8.0	tt5669124:8.2	tt5669126:8.2	tt5669128:9.0	tt5669130:9.0	tt5669132:7.7	tt5669134:8.5	tt5669136:8.1	tt5669138:8.2	tt5669140:8.2	tt5669142:8.0	tt5669144:8.2	tt5669146:8.2	tt5669148:6.9	tt5669150:9.0	tt5669152:8.9	
13	tt6403432:8.9	tt6746126:8.6	tt6746128:8.2	tt6746132:8.6	tt6746134:8.8	tt6746140:8.3	tt6746146:8.5	tt6746148:8.4	tt6746156:8.3	tt6746160:8.9	tt6746164:8.4	tt6746168:8.3	tt6746170:8.2	tt6746174:8.3	tt6746182:8.2	tt6746190:9.6	tt6746194:8.5	tt6746200:8.5	tt6746208:8.2	tt6746210:8.2	tt6746216:8.9	tt6746224:8.6	tt6746226:8.3	
14	tt8226756:8.1	tt8408494:8.0	tt8408498:7.9	tt8408500:8.5	tt8408502:8.2	tt8408504:8.8	tt8408506:8.1	tt8408508:8.1	tt8408510:8.7	tt8408512:8.2	tt8962434:8.2	tt8962440:8.2	tt8962446:9.3	tt9271138:8.6	tt9271140:8.6	tt9271142:8.1	tt9271146:7.8	tt9271148:7.8	tt9271150:8.0	tt9271152:9.3	
