1	tt2525438:-	tt4314666:-	tt4314670:-	tt4314672:-	tt4314676:-	tt4314678:-	tt4314684:-	tt4314688:-	tt4314692:-	tt4314958:-	tt4314960:-	tt4314964:-	tt4314966:-	tt4314968:-	tt4314970:-	tt4317500:-	tt4317502:-	tt4317506:-	tt4317510:-	tt4317512:-	tt4318610:-	tt4318638:-	tt4318640:-	tt4318642:-	tt4318644:-	tt4318646:-	tt4318652:-	tt4318660:-	tt4319582:-	tt4319584:-	tt4319586:-	tt4323198:-	tt4323200:-	tt4323202:-	tt4323204:-	tt4323212:-	tt4323222:-	tt4323230:-	tt4323232:-	tt4323238:-	tt4323244:-	tt4323246:-	tt4323248:-	tt4323252:-	tt4323254:-	tt4323258:-	tt4323264:-	tt4323268:-	tt4323272:-	tt4323276:-	tt4323278:-	tt4323282:-	tt4323284:-	tt4323288:-	tt4323294:-	tt4323296:-	tt4323300:-	tt4323304:-	tt4323306:-	tt4323312:-	tt4323316:-	tt4323318:-	tt4323320:-	tt4323322:-	tt4323324:-	tt4323326:-	tt4323328:-	tt4323330:-	tt4323332:-	tt4323334:-	tt4323336:-	tt4323344:-	tt4323352:-	tt4323356:-	tt4325246:-	
2	tt4326260:-	tt4326268:-	tt4326270:-	tt4326272:-	tt4326274:-	tt4326276:-	tt4326282:-	tt4326284:-	tt4326292:-	tt4326296:-	tt4326298:-	tt4326300:-	tt4326304:-	tt4326310:-	tt4326312:-	tt4326318:-	tt4326324:-	tt4326326:-	tt4326328:-	tt4326330:-	tt4326332:-	tt4326342:-	tt4326370:-	tt4327062:-	tt4327068:-	tt4327070:-	tt4327074:-	tt4327082:-	tt4327084:-	tt4327086:-	tt4327094:-	tt4327100:-	tt4327104:-	tt4327106:-	tt4327108:-	tt4327112:-	tt4327116:-	tt4327118:-	tt4327120:-	tt4327122:-	tt4327126:-	tt4327130:-	tt4327132:-	tt4327136:-	tt4327138:-	tt4327140:-	tt4327146:-	tt4327148:-	tt4327150:-	tt4327152:-	tt4327154:-	tt4327156:-	tt4327158:-	tt4327160:-	tt4327162:-	tt4327164:-	tt4327166:-	tt4327170:-	tt4327174:-	tt4327176:-	tt4327246:-	tt4327248:-	tt4327250:-	tt4327252:-	tt4327254:-	tt4327256:-	tt4338382:-	tt4338394:-	tt4338400:-	tt4338402:-	tt4338404:-	tt4338406:-	tt4338408:-	tt4338416:-	tt4338418:-	tt4338420:-	tt4338422:-	tt4338424:-	tt4338426:-	tt4338428:-	tt4338436:-	tt4338440:-	tt4338442:-	tt4338444:-	tt4338482:-	
3	tt4338488:-	tt4338500:-	tt4338510:-	tt4338542:-	tt4338544:-	tt4338550:-	tt4338558:-	tt4338566:-	tt4338580:-	tt4338582:-	tt4338594:-	tt4338598:-	tt4338600:-	tt4338610:-	tt4338618:-	tt4339298:-	tt4339620:-	tt4339622:-	tt4339624:-	tt4339626:-	tt4339628:-	tt4339630:-	tt4339632:-	tt4339634:-	tt4339636:-	tt4339638:-	tt4339644:-	tt4339646:-	tt4339650:-	tt4339652:-	tt4339656:-	tt4339660:-	tt4339662:-	tt4339666:-	tt4339672:-	tt4339676:-	tt4339680:-	tt4339684:-	tt4339688:-	tt4339690:-	tt4339698:-	tt4339700:-	tt4339702:-	tt4339704:-	tt4339706:-	tt4339708:-	tt4339710:-	tt4339712:-	tt4339714:-	tt4339716:-	tt4339718:-	tt4339720:-	tt4339722:-	tt4339724:-	tt4339726:-	tt4339728:-	tt4339730:-	tt4339732:-	tt4339734:-	tt4339736:-	tt4339872:-	tt4339874:-	tt4339882:-	tt4339884:-	tt4339886:-	tt4339890:-	tt4339892:-	tt4339894:-	tt4339896:-	tt4339900:-	tt4339902:-	tt4339904:-	tt4339906:-	tt4339908:-	tt4339910:-	tt4339912:-	tt4339914:-	tt4339916:-	tt4339918:-	tt4339920:-	tt4339922:-	tt4339926:-	tt4339928:-	tt4339930:-	tt4339932:-	
4	tt4340076:-	tt4340080:-	tt4340082:-	tt4340084:-	tt4340086:-	tt4340090:-	tt4340094:-	tt4340106:-	tt4340114:-	tt4340118:-	tt4340124:-	tt4340130:-	tt4340138:-	tt4340140:-	tt4340142:-	tt4340148:-	tt4340156:-	tt4340158:-	tt4340162:-	tt4340164:-	tt4340178:-	tt4340182:-	tt4340184:-	tt4340200:-	tt4340208:-	tt4341010:-	tt4341014:-	tt4341016:-	tt4341026:-	tt4341028:-	tt4341030:-	tt4341032:-	tt4341038:-	tt4341044:-	tt4341050:-	tt4341056:-	tt4341058:-	tt4341062:-	tt4341066:-	tt4341074:-	tt4341078:-	tt4341080:-	tt4341082:-	tt4341104:-	tt4341106:-	tt4341110:-	tt4341116:-	tt4341120:-	tt4341122:-	tt4341410:-	tt4341414:-	tt4341416:-	tt4341420:-	tt4341422:-	tt4341424:-	tt4341426:-	tt4341428:-	tt4341432:-	tt4341434:-	tt4341438:-	tt4341440:-	tt4341442:-	tt4341444:-	tt4341446:-	tt4341452:-	tt4341454:-	tt4341458:-	tt4341460:-	tt4341462:-	tt4341466:-	tt4341468:-	tt4341470:-	tt4341480:-	tt4341484:-	tt4341488:-	tt4341492:-	tt4341494:-	tt4341496:-	tt4341498:-	tt4341502:-	tt4341508:-	tt4341512:-	tt4341514:-	tt4341516:-	
5	tt4341412:-	tt4341536:-	tt4341538:-	tt4341540:-	tt4342426:-	tt4342428:-	tt4342430:-	tt4342434:-	tt4342436:-	tt4342440:-	tt4342442:-	tt4342446:-	tt4342450:-	tt4342452:-	tt4342454:-	tt4342456:-	tt4342458:-	tt4342460:-	tt4342462:-	tt4342464:-	tt4342498:-	tt4342500:-	tt4342508:-	tt4342514:-	tt4342524:-	tt4342530:-	tt4342532:-	tt4342534:-	tt4342538:-	tt4342540:-	tt4342542:-	tt4342556:-	tt4342576:-	tt4342578:-	tt4342580:-	tt4342582:-	tt4342584:-	tt4342586:-	tt4342588:-	tt4342590:-	tt4342592:-	tt4342594:-	tt4342596:-	tt4342598:-	tt4342600:-	tt4342602:-	tt4342604:-	tt4342606:-	tt4342608:-	tt4342610:-	tt4342612:-	tt4342616:-	tt4342618:-	tt4342620:-	tt4342622:-	tt4342624:-	tt4342626:-	tt4342628:-	tt4342630:-	tt4342632:-	tt4342634:-	tt4342636:-	tt4342638:-	tt4342640:-	tt4342642:-	tt4342644:-	tt4342646:-	tt4342648:-	tt4342650:-	tt4342652:-	tt4342654:-	tt4342656:-	tt4342658:-	tt4342660:-	tt4342662:-	tt4342664:-	tt4342666:-	tt4342668:-	tt4342670:-	tt4342672:-	tt4342674:-	tt4342676:-	tt4342678:-	tt4342680:-	
6	tt4342432:-	tt4342862:-	tt4342864:-	tt4342866:-	tt4342868:-	tt4342870:-	tt4342872:-	tt4342876:-	tt4342878:-	tt4342880:-	tt4342882:-	tt4342884:-	tt4342886:-	tt4342888:-	tt4342890:-	tt4342892:-	tt4342894:-	tt4342896:-	tt4342898:-	tt4342900:-	tt4342902:-	tt4342904:-	tt4342906:-	tt4342908:-	tt4342910:-	tt4342912:-	tt4342914:-	tt4342916:-	tt4342918:-	tt4342920:-	tt4342922:-	tt4342924:-	tt4342926:-	tt4342928:-	tt4342930:-	tt4342932:-	tt4342934:-	tt4342936:-	tt4342938:-	tt4342940:-	tt4342942:-	tt4342944:-	tt4342946:-	tt4342948:-	tt4342950:-	tt4342952:-	tt4342954:-	tt4342956:-	tt4342958:-	tt4342960:-	tt4342962:-	tt4342964:-	tt4342966:-	tt4342968:-	tt4342970:-	tt4342972:-	tt4342974:-	tt4342976:-	tt4342978:-	tt4342980:-	tt4342982:-	tt4342984:-	tt4342986:-	tt4342988:-	tt4342990:-	tt4342992:-	tt4342994:-	tt4342996:-	tt4342998:-	tt4343000:-	tt4343002:-	tt4343004:-	tt4343006:-	tt4343008:-	tt4343010:-	tt4343012:-	tt4343014:-	tt4343016:-	tt4343018:-	tt4343020:-	tt4343022:-	tt4343024:-	tt4343026:-	tt4343028:-	tt4343030:-	
7	tt4345304:-	tt4345306:-	tt4345308:-	tt4345310:-	tt4345312:-	tt4345314:-	tt4345316:-	tt4345318:-	tt4345320:-	tt4345322:-	tt4345324:-	tt4345326:-	tt4345328:-	tt4345330:-	tt4345332:-	tt4345334:-	tt4345336:-	tt4345338:-	tt4345340:-	tt4345342:-	tt4345344:-	tt4345346:-	tt4345348:-	tt4345350:-	tt4345352:-	tt4345354:-	tt4345356:-	tt4345358:-	tt4345360:-	tt4345362:-	tt4345364:-	tt4345366:-	tt4345368:-	tt4345370:-	tt4345372:-	tt4345374:-	tt4345376:-	tt4345378:-	tt4345380:-	tt4345382:-	tt4345384:-	tt4345386:-	tt4345388:-	tt4345390:-	tt4345392:-	tt4345394:-	tt4345396:-	tt4345398:-	tt4345400:-	tt4345402:-	tt4345404:-	tt4345406:-	tt4345408:-	tt4345410:-	tt4345412:-	tt4345414:-	tt4345416:-	tt4345418:-	tt4345420:-	tt4345422:-	tt4345424:-	tt4345426:-	tt4345428:-	tt4345430:-	tt4345432:-	tt4345434:-	tt4345436:-	tt4345438:-	tt4345440:-	tt4345442:-	tt4345444:-	tt4345446:-	tt4345448:-	tt4345450:-	tt4345452:-	tt4345454:-	tt4345456:-	tt4345458:-	tt4345460:-	tt4345462:-	tt4345464:-	tt4345466:-	tt4345468:-	tt4345470:-	tt4345472:-	
8	tt4348048:-	tt4348050:-	tt4348052:-	tt4348054:-	tt4348056:-	tt4348058:-	tt4348060:-	tt4348062:-	tt4348064:-	tt4348066:-	tt4348068:-	tt4348070:-	tt4348072:-	tt4348074:-	tt4348076:-	tt4348078:-	tt4348080:-	tt4348082:-	tt4348084:-	tt4348086:-	tt4348088:-	tt4348090:-	tt4348092:-	tt4348094:-	tt4348096:-	tt4348098:-	tt4348100:-	tt4348102:-	tt4348104:-	tt4348106:-	tt4348108:-	tt4348110:-	tt4348112:-	tt4348114:-	tt4348116:-	tt4348118:-	tt4348120:-	tt4348122:-	tt4348124:-	tt4348126:-	tt4348128:-	tt4348130:-	tt4348132:-	tt4348134:-	tt4348136:-	tt4348138:-	tt4348140:-	tt4348142:-	tt4348144:-	tt4348146:-	tt4348148:-	tt4348150:-	tt4348152:-	tt4348154:-	tt4348156:-	tt4348158:-	tt4348160:-	tt4348162:-	tt4348164:-	tt4348166:-	tt4348168:-	tt4348170:-	tt4348172:-	tt4348174:-	tt4348176:-	tt4348178:-	tt4348180:-	tt4348182:-	tt4348184:-	tt4348186:-	tt4348188:-	tt4348190:-	tt4348192:-	tt4348194:-	tt4348196:-	tt4348198:-	tt4348200:-	tt4348202:-	tt4348204:-	tt4348206:-	tt4348208:-	tt4348210:-	tt4348212:-	tt4348214:-	tt4348216:-	
9	tt4348422:-	tt4348424:-	tt4348426:-	tt4348428:-	tt4348430:-	tt4348432:-	tt4348434:-	tt4348436:-	tt4348438:-	tt4348440:-	tt4348442:-	tt4348444:-	tt4348446:-	tt4348448:-	tt4348450:-	tt4348452:-	tt4348454:-	tt4348456:-	tt4348458:-	tt4348460:-	tt4348462:-	tt4348464:-	tt4348466:-	tt4348468:-	tt4348470:-	tt4348472:-	tt4348474:-	tt4348476:-	tt4348478:-	tt4348480:-	tt4348482:-	tt4348484:-	tt4348486:-	tt4348488:-	tt4348490:-	tt4348492:-	tt4348494:-	tt4348496:-	tt4348498:-	tt4348500:-	tt4348502:-	tt4348504:-	tt4348506:-	tt4348508:-	tt4348510:-	tt4348512:-	tt4348514:-	tt4348516:-	tt4348518:-	tt4348520:-	tt4348522:-	tt4348524:-	tt4348526:-	tt4348528:-	tt4348530:-	tt4348532:-	tt4348534:-	tt4348536:-	tt4348538:-	tt4348540:-	tt4348542:-	tt4348544:-	tt4348546:-	tt4348548:-	tt4348550:-	tt4348552:-	tt4348554:-	tt4348556:-	tt4348558:-	tt4348560:-	tt4348562:-	tt4348564:-	tt4348566:-	tt4348568:-	tt4348570:-	tt4348572:-	tt4348574:-	tt4348576:-	tt4348578:-	tt4348580:-	tt4348582:-	tt4348584:-	tt4348586:-	tt4348588:-	tt4348590:-	
10	tt4350808:-	tt4350810:-	tt4350812:-	tt4350814:-	tt4350816:-	tt4350818:-	tt4350820:-	tt4350822:-	tt4350824:-	tt4350826:-	tt4350828:-	tt4350830:-	tt4350832:-	tt4350834:-	tt4350836:-	tt4350838:-	tt4350840:-	tt4350842:-	tt4350844:-	tt4350846:-	tt4350848:-	tt4350850:-	tt4350852:-	tt4350854:-	tt4350856:-	tt4350858:-	tt4350860:-	tt4350862:-	tt4350864:-	tt4350866:-	tt4350868:-	tt4350870:-	tt4350872:-	tt4350874:-	tt4350876:-	tt4350878:-	tt4350880:-	tt4350882:-	tt4350884:-	tt4350886:-	tt4350888:-	tt4350890:-	tt4350892:-	tt4350894:-	tt4350896:-	tt4350898:-	tt4350900:-	tt4350902:-	tt4350904:-	tt4350906:-	tt4350908:-	tt4350910:-	tt4350912:-	tt4350914:-	tt4350916:-	tt4350918:-	tt4350920:-	tt4350922:-	tt4350924:-	tt4350926:-	tt4350928:-	tt4350930:-	tt4350932:-	tt4350934:-	tt4350936:-	tt4350938:-	tt4350940:-	tt4350942:-	tt4350944:-	tt4350946:-	tt4350948:-	tt4350950:-	tt4350952:-	tt4350954:-	tt4350956:-	tt4350958:-	tt4350960:-	tt4350962:-	tt4350964:-	tt4350966:-	tt4350968:-	tt4350970:-	tt4350972:-	tt4350974:-	tt4350976:-	
11	tt4351052:-	tt4351054:-	tt4351056:-	tt4351058:-	tt4351060:-	tt4351062:-	tt4351064:-	tt4351066:-	tt4351068:-	tt4351070:-	tt4351072:-	tt4351074:-	tt4351076:-	tt4351078:-	tt4351080:-	tt4351082:-	tt4351084:-	tt4351086:-	tt4351088:-	tt4351090:-	tt4351092:-	tt4351094:-	tt4351096:-	tt4351098:-	tt4351100:-	tt4351102:-	tt4351104:-	tt4351106:-	tt4351108:-	tt4351110:-	tt4351112:-	tt4351114:-	tt4351116:-	tt4351118:-	tt4351120:-	tt4351122:-	tt4351124:-	tt4351126:-	tt4351128:-	tt4351130:-	tt4351132:-	tt4351134:-	tt4351136:-	tt4351138:-	tt4351140:-	tt4351142:-	tt4351144:-	tt4351146:-	tt4351148:-	tt4351150:-	tt4351152:-	tt4351154:-	tt4351156:-	tt4351158:-	tt4351160:-	tt4351162:-	tt4351164:-	tt4351166:-	tt4351168:-	tt4351170:-	tt4351172:-	tt4351174:-	tt4351176:-	tt4351178:-	tt4351180:-	tt4351182:-	tt4351184:-	tt4351186:-	tt4351188:-	tt4351190:-	tt4351192:-	tt4351194:-	tt4351196:-	tt4351198:-	tt4351200:-	tt4351202:-	tt4351204:-	tt4351206:-	tt4351208:-	tt4351210:-	tt4351212:-	tt4351214:-	tt4351216:-	tt4351218:-	tt4351220:-	
