1	tt1294559:-	tt1299252:-	tt1299253:-	tt1299254:-	tt1299255:-	tt1299256:-	tt1299257:-	tt1299258:-	tt1299259:-	tt1299260:-	tt1303092:-	tt1303093:-	tt1303094:-	tt1303572:-	tt1303573:-	tt1303574:-	tt1304471:-	tt1305496:-	tt1305641:-	tt1308602:-	tt1308603:-	tt1308604:-	tt1308912:-	tt1309324:-	tt1309325:-	tt1312857:-	tt1312858:-	tt1312859:-	tt1312860:-	tt1313814:-	tt1316822:-	tt1316823:-	tt1316824:-	tt1316825:-	tt1317712:-	tt1317713:-	tt1317714:-	tt1317715:-	tt1317716:-	tt1317717:-	tt1317718:-	tt1317719:-	tt1317720:-	tt1317721:-	tt1317722:-	tt1317723:-	tt1317724:-	tt1317725:-	tt1317726:-	tt1318353:-	tt1324740:-	tt1324741:-	tt1324742:-	tt1324743:-	tt1324744:-	tt1324745:-	tt1324746:-	tt1324747:-	tt1324748:-	tt1324749:-	tt1335766:-	tt1335767:-	tt1335768:-	tt1335769:-	tt1335770:-	tt1339976:-	
2	tt1482758:-	tt1492187:-	tt1492188:-	tt1492189:-	tt1492190:-	tt1496211:-	tt1496212:-	tt1496213:-	tt1496214:-	tt1496215:-	tt1496216:-	tt1496217:-	tt1496218:-	tt1496219:-	tt1496220:-	tt1496221:-	tt1496222:-	tt1496223:-	tt1496224:-	tt1496225:-	tt1504614:-	tt1504615:-	tt1504616:-	tt1504617:-	tt1504618:-	tt1504619:-	tt1504620:-	tt1504621:-	tt1504622:-	tt1504623:-	tt1514193:-	tt1514194:-	tt1514195:-	tt1514196:-	tt1514197:-	tt1514198:-	tt1514199:-	tt1514200:-	tt1514201:-	tt1514999:-	tt1523165:-	tt1523166:-	tt1523167:-	tt1523168:-	tt1523169:-	tt1523170:-	tt1523171:-	tt1523172:-	tt1523173:-	tt1523174:-	tt1531558:-	tt1531559:-	tt1531560:-	tt1531561:-	tt1531562:-	tt1531563:-	tt1531564:-	tt1531565:-	tt1531566:-	tt1531567:-	tt1538153:-	tt1538154:-	tt1538155:-	tt1538156:-	tt1538157:-	tt1550849:-	
3	tt1718548:-	tt1718549:-	tt1718550:-	tt1719399:-	tt1722286:-	tt1722287:-	tt1723099:-	tt1723100:-	tt1723101:-	tt1725531:-	tt1725532:-	tt1727473:-	tt1727474:-	tt1727612:-	tt1731595:-	tt1731596:-	tt1731598:-	tt1731599:-	tt1731600:-	tt1733987:-	tt1734389:-	tt1734390:-	tt1735746:-	tt1735747:-	tt1738099:-	tt1738100:-	tt1738694:-	tt1741015:-	tt1741016:-	tt1741967:-	tt1745330:-	tt1745331:-	tt1745332:-	tt1747547:-	tt1747548:-	tt1751922:-	tt1751923:-	tt1751924:-	tt1751925:-	tt1751926:-	tt1755940:-	tt1757476:-	tt1758450:-	tt1758451:-	tt1759418:-	tt1761882:-	tt1762977:-	tt1763945:-	tt1765439:-	tt1767043:-	tt1770296:-	tt1771865:-	tt1771866:-	tt1772682:-	tt1774123:-	tt1776720:-	tt1778057:-	tt1778666:-	tt1778667:-	tt1780538:-	tt1781634:-	tt1781635:-	tt1782997:-	tt1782998:-	tt1786208:-	tt1786916:-	tt1786917:-	tt1787526:-	tt1787528:-	tt1793132:-	tt2256521:-	
4	tt2118407:-	tt2118408:-	tt2118409:-	tt2118410:-	tt2118411:-	tt2118412:-	tt2119875:-	tt2121098:-	tt2121099:-	tt2121100:-	tt2123696:-	tt2124574:-	tt2125308:-	tt2125309:-	tt2127102:-	tt2129656:-	tt2131305:-	tt2132044:-	tt2132980:-	tt2133863:-	tt2136229:-	tt2139087:-	tt2141335:-	tt2141337:-	tt2143751:-	tt2148523:-	tt2148525:-	tt2149989:-	tt2151275:-	tt2152505:-	tt2155053:-	tt2156211:-	tt2157975:-	tt2161053:-	tt2161055:-	tt2164997:-	tt2167339:-	tt2171449:-	tt2171451:-	tt2172677:-	tt2176949:-	tt2178647:-	tt2180053:-	tt2181539:-	tt2185087:-	tt2188389:-	tt2191363:-	tt2191365:-	tt2193965:-	tt2195415:-	tt2200657:-	tt2202043:-	tt2202045:-	tt2203301:-	tt2206953:-	tt2213583:-	tt2213585:-	tt2213587:-	tt2213589:-	tt2217287:-	tt2230589:-	tt2230591:-	tt2230593:-	tt2233009:-	tt2240087:-	tt2256517:-	
