\N	tt0635777:-	tt0635778:-	tt0976717:-	tt0982286:-	tt1015743:-	tt1139699:-	tt1160850:-	tt1201424:-	tt1201425:-	tt1245236:-	tt1282971:-	tt1308884:-	tt1326022:-	tt1412881:-	tt1412882:-	tt1417950:-	tt1417951:-	tt1417952:-	tt1417953:-	tt1417954:-	tt1417955:-	tt1417956:-	tt1417957:-	tt1417958:-	tt1417959:-	tt1417960:-	tt1418495:-	tt1418496:-	tt1418497:-	tt1418498:-	tt1418499:-	tt1418500:-	tt1418501:-	tt1418502:-	tt1418503:-	tt1418504:-	tt1418505:-	tt1418506:-	tt1418507:-	tt1418508:-	tt1418509:-	tt1418510:-	tt1418511:-	tt1418512:-	tt1418513:-	tt1418514:-	tt1418515:-	tt1418516:-	tt1418517:-	tt1418518:-	tt1418519:-	tt1418520:-	tt1418521:-	tt1418522:-	tt1418523:-	tt1418524:-	tt1418525:-	tt1418526:-	tt1418527:-	tt1418528:-	tt1418529:-	tt1418530:-	tt1418531:-	tt1418532:-	tt1418533:-	tt1418534:-	tt1418535:-	tt1418536:-	tt1418537:-	tt1418538:-	tt1418539:-	tt1418540:-	tt1418541:-	tt1418542:-	tt1418543:-	tt1418544:-	tt1418545:-	tt1418546:-	tt1418547:-	tt1418548:-	tt1418549:-	tt1418550:-	tt1418551:-	tt1418552:-	tt1418553:-	tt1418554:-	tt1418555:-	tt1418556:-	tt1419173:-	tt1419174:-	tt1419175:-	tt1419176:-	tt1419177:-	tt1419178:-	tt1419179:-	tt1419180:-	tt1419181:-	tt1419182:-	tt1419183:-	tt1419184:-	tt1419185:-	tt1419186:-	tt1419187:-	tt1419188:-	tt1419189:-	tt1419190:-	tt1419191:-	tt1419192:-	tt1419193:-	tt1419194:-	tt1419195:-	tt1419196:-	tt1419197:-	tt1419198:-	tt1420841:-	tt1420842:-	tt1420843:-	tt2099254:-	tt2250286:-	
1	tt0976716:-	tt1144709:-	tt1417939:-	tt1417940:-	tt1417941:-	tt1417942:-	tt1417943:-	tt1417944:-	tt1417945:-	tt1417946:-	tt1417947:-	tt1417948:-	tt1417949:-	
4	tt1239081:-	tt1274026:-	tt1275060:-	tt1310135:-	tt1420264:-	tt1420265:-	tt1420266:-	tt1420267:-	tt1420268:-	tt1420269:-	tt1420270:-	tt1420271:-	tt1420272:-	tt1420273:-	
3	tt1275059:-	tt1420251:-	tt1420252:-	tt1420253:-	tt1420254:-	tt1420255:-	tt1420256:-	tt1420257:-	tt1420258:-	tt1420259:-	tt1420260:-	tt1420261:-	tt1420262:-	tt1420263:-	
13	tt1420227:-	tt1420228:-	tt1420229:-	tt1420230:-	tt1420231:-	tt1420232:-	tt1420233:-	tt1420234:-	tt1420235:-	tt1420236:-	tt1420237:-	tt1420238:-	tt1420239:-	tt1420240:-	
14	tt1420241:-	tt1420242:-	tt1420243:-	tt1420244:-	tt1420245:-	tt1420246:-	tt1420247:-	tt1420248:-	tt1420249:-	tt1420250:-	
