4	tt13200558:-	tt13200560:-	tt13200562:-	tt13200566:-	
3	tt13200564:-	tt13200568:-	tt13200572:-	tt13200576:-	
2	tt13200570:-	
1	tt13200578:-	
7	tt13200610:-	tt13200612:-	tt13200614:-	tt13200624:-	
6	tt13200618:-	tt13200620:-	tt13200622:-	tt13200628:-	
5	tt13200626:-	tt13200630:-	tt13200632:-	tt13200634:-	
11	tt13200674:-	tt13200678:-	tt13200680:-	tt13200682:-	
10	tt13200684:-	tt13200686:-	tt13200688:-	tt13200698:-	
9	tt13200692:-	tt13200696:-	tt13200702:-	tt13200706:-	
8	tt13200694:-	tt13200700:-	tt13200704:-	tt13200708:-	
