7	tt11449148:-	tt11483830:-	tt11519744:-	tt11571018:-	tt11597448:-	tt11638356:-	tt11679478:-	tt11720562:-	tt11758620:-	
8	tt13720804:-	tt13770424:-	tt13818386:-	tt13863408:-	tt13908088:-	tt13929698:-	tt14008454:-	tt14045298:-	
1	tt4286386:-	tt4286396:-	tt4286398:-	tt4286402:-	tt4286404:-	tt4286406:-	tt4286410:-	tt4286412:-	
2	tt4286418:-	tt4286426:-	tt4286428:-	tt4286434:-	tt4286438:-	tt4286442:-	tt4286444:-	tt4286450:-	
\N	tt4296648:-	tt5268046:-	tt5268048:-	tt5268050:-	
3	tt5003346:-	tt5029650:-	tt5045788:-	tt5068624:-	tt5085938:-	tt5170392:-	tt5170422:-	tt5170448:-	
4	tt6018292:-	tt6059914:-	tt6059916:-	tt6121702:-	tt6121706:-	tt6121708:-	tt6121714:-	tt6121718:-	
5	tt7308114:-	tt7328442:-	tt7328444:-	tt7328448:-	tt7328452:-	tt7482014:-	tt7482018:-	tt7482020:-	
6	tt9402834:-	tt9402836:-	tt9402838:-	tt9402840:-	tt9402844:-	tt9402846:-	tt9402848:-	tt9402850:-	tt9402852:-	
