2	tt1125152:-	tt1228578:-	tt1228579:-	tt1228580:-	tt1228581:-	tt1228582:-	tt1228583:-	tt1228584:-	tt1228585:-	tt1228586:-	
13	tt11312126:-	tt8614556:-	
1	tt1148675:-	tt1227104:-	tt1227105:-	tt1227106:-	tt1227107:-	tt1227108:-	tt1227109:-	tt1227110:-	tt1227111:-	tt1227112:-	
3	tt1223050:-	tt1223051:-	tt1223052:-	tt1223053:-	tt1223054:-	tt1223055:-	tt1223056:-	tt1223057:-	tt1223058:-	tt1223085:-	
4	tt1283376:-	tt1283377:-	tt1283378:-	tt1283379:-	tt1283380:-	tt1283381:-	tt1283382:-	tt1283383:-	tt1283384:-	tt1283385:-	
5	tt1508204:-	tt1508205:-	tt1508206:-	tt1508207:-	tt1508208:-	tt1508209:-	tt1508210:-	tt1508211:-	tt1508212:-	tt1508213:-	
6	tt1716330:-	tt1716331:-	tt1716332:-	tt1716333:-	tt1716334:-	tt1717127:-	tt1717128:-	tt1717129:-	tt1717130:-	tt1717131:-	
7	tt1811270:-	tt1811271:-	tt1811272:-	tt1811273:-	tt1811274:-	tt1811275:-	tt1811276:-	tt1811277:-	tt1811278:-	
8	tt2072825:-	tt2072826:-	tt2072827:-	tt2072828:-	tt2072829:-	tt2072830:-	tt2072831:-	tt2072832:-	tt2072833:-	tt2072834:-	
9	tt2410710:-	tt2410714:-	tt2410718:-	tt2410720:-	tt2410722:-	tt2410724:-	tt2410726:-	tt2410728:-	tt2410734:-	tt2410742:-	
10	tt3067486:-	tt7511674:-	
\N	tt3175054:-	tt4035546:-	tt4840856:-	tt4896396:-	tt6573644:-	tt6854332:-	
