10	tt10036766:-	tt10036774:-	tt10036778:-	tt11703330:-	tt11703332:-	tt11703334:-	tt11703336:-	tt11703338:-	tt11703340:-	tt11703342:-	tt11703344:-	
4	tt10036836:-	tt10036870:-	tt10037850:-	tt10037854:-	tt10037950:-	tt10037956:-	tt10037958:-	tt10037984:-	tt10037990:-	tt5118376:-	
5	tt10038040:-	tt10038046:-	tt10038100:-	tt10038104:-	tt10038170:-	tt10038172:-	tt10038246:-	tt10038248:-	tt10038250:-	tt5118380:-	
6	tt10038278:-	tt10038282:-	tt10042826:-	tt10042830:-	tt10042836:-	tt10043446:-	tt10043454:-	tt10043464:-	tt10043494:-	tt5118384:-	
7	tt10043778:-	tt10043780:-	tt10043782:-	tt10043788:-	tt10043790:-	tt10043800:-	tt10043804:-	tt10043808:-	tt10043810:-	tt5466502:-	
8	tt10043818:-	tt10043820:-	tt10043824:-	tt10043830:-	tt10043832:-	tt10043842:-	tt10043848:-	tt10043850:-	tt10043854:-	tt7310124:-	
9	tt10043856:-	tt10043864:-	tt10043866:-	tt10043870:-	tt10043882:-	tt10043894:-	tt10043898:-	tt10043904:-	tt10043906:-	tt10043912:-	tt10043916:-	
11	tt11703272:-	tt11703274:-	tt11703278:-	tt11703282:-	tt11703284:-	tt11703286:-	
1	tt11703498:-	tt11703500:-	tt11703502:-	tt11703504:-	tt11703506:-	tt11703508:-	tt11703510:-	tt11703512:-	tt11703516:-	tt5118360:-	
2	tt11703526:-	tt11703528:-	tt11703530:-	tt11703532:-	tt11703534:-	tt11703536:-	tt11703538:-	tt11703540:-	tt11703542:-	tt5118364:-	
3	tt11703550:-	tt11703554:-	tt11703556:-	tt11703558:-	tt11703560:-	tt11703562:-	tt11703564:-	tt11703566:-	tt11703568:-	tt5118370:-	
