5	tt10249636:-	tt11586000:-	tt11586002:-	tt11586004:-	tt11586006:-	tt11675016:-	tt11675018:-	tt11675020:-	tt11675022:-	tt11675024:-	tt11675026:-	tt11675028:-	tt11675030:-	tt11675032:-	tt11675034:-	tt11675038:-	tt12861794:-	tt12861802:-	tt12861804:-	tt12861810:-	tt12861812:-	
6	tt14312492:-	tt14893330:-	tt14893336:-	tt14893440:-	
1	tt5349898:-	tt5349900:-	tt5349904:-	tt5349908:-	tt5349910:-	tt5349918:-	tt5349920:-	tt5349922:-	tt5349926:-	tt5349954:-	tt5349960:-	tt5349966:-	tt6355976:-	
2	tt6379768:-	tt6441452:-	tt6441456:-	tt6441458:-	tt6441460:-	tt6441468:-	tt6441470:-	tt6441472:-	tt6441474:-	tt6441476:-	tt6441478:-	tt6441480:-	tt6441482:-	
3	tt7075534:-	tt7339896:-	tt7339898:-	tt7339900:-	tt7339902:-	tt7339904:-	tt7339906:-	tt7339908:-	tt7339910:-	tt7339912:-	tt7339914:-	tt7339918:-	tt7339920:-	tt7989534:-	
4	tt7989538:-	tt9407516:-	tt9407518:-	tt9407520:-	tt9659774:-	tt9659780:-	tt9659786:-	tt9659788:-	tt9659794:-	tt9659796:-	tt9659800:-	tt9659802:-	tt9659804:-	tt9659808:-	
