1	tt0879201:5.8	tt0884701:5.0	tt0884702:5.0	tt0884703:5.0	tt0884704:6.0	tt0887124:7.9	
2	tt1172905:-	tt1172906:-	tt1172907:-	tt1172908:-	tt1179741:-	tt1179742:-	tt1179743:-	tt1209274:-	tt1209275:-	tt1209276:-	
3	tt1554882:-	tt1554883:-	tt1554884:-	tt1554885:-	tt1554886:-	tt1554887:-	tt1554888:-	tt1554889:-	tt1554890:-	tt1558943:-	
