9	tt11131198:-	tt11131200:-	tt11131206:-	tt11131210:-	tt11131212:-	tt11131214:-	tt11131216:-	tt11131220:-	
10	tt11500540:-	
1	tt3053978:-	tt3053980:-	tt3053984:-	tt3053986:-	tt3053988:-	tt3053990:-	tt3053994:-	tt3053996:-	
2	tt3054000:-	tt3054002:-	tt3054004:-	tt3054006:-	tt3054008:-	tt3054010:-	tt3054014:-	tt3054016:-	
3	tt3129698:-	tt3273522:-	tt3273526:-	tt3273528:-	tt3273532:-	tt3273534:-	tt3273538:-	tt3273542:-	
4	tt3616922:-	tt4130136:-	tt4133066:-	tt4133074:-	tt4133076:-	tt4133078:-	tt4133080:-	tt4133082:-	
5	tt4261918:-	tt5157250:-	tt5157254:-	tt5157256:-	tt5157264:-	tt5157278:-	tt5157280:-	tt5157282:-	
\N	tt4270892:-	
6	tt6110602:-	tt6135144:-	tt6135148:-	tt6135156:-	tt6135158:-	tt6135162:-	tt6135164:-	tt6135166:-	
7	tt6325046:-	tt7009684:-	tt7009686:-	tt7009688:-	tt7009692:-	tt7009694:-	tt7009696:-	tt7525202:-	
8	tt8956400:-	tt8956408:-	tt8956410:-	tt8985048:-	tt8985050:-	tt8985054:-	tt8985058:-	tt8985064:-	
