12	tt10323446:-	tt10337168:-	tt10337184:-	tt10487384:-	tt10500600:-	tt10689230:-	tt10778218:-	tt10851622:-	tt11044004:-	tt11643400:-	
13	tt11044026:-	tt11044042:-	tt11044054:-	tt11052230:-	tt11191260:-	tt11395774:-	tt11395804:-	tt11409932:-	tt11451122:-	
\N	tt11326792:-	tt12393580:-	tt13496882:-	tt7887402:-	tt7922888:-	tt7922982:-	
14	tt12564860:-	tt12583922:-	tt12861608:-	tt13081320:-	
15	tt12825062:-	tt13056014:-	tt13058080:-	tt13227918:-	tt14069444:-	tt14374686:-	
1	tt2764810:5.8	tt2773056:-	tt2785562:7.0	tt2919218:7.3	tt2935532:-	tt3039684:-	tt3089346:6.5	tt3090118:-	tt3090350:6.5	tt3105774:7.4	
2	tt3136164:6.0	tt3292928:-	tt3307832:-	tt3316362:7.4	tt3321318:7.4	tt3328104:7.9	tt3346168:7.3	tt3346342:8.6	tt3355580:7.1	tt3575868:-	
3	tt3548100:-	tt3698582:-	tt3698586:-	tt3698588:-	tt3698594:-	tt3698596:-	tt3698598:-	tt3905780:-	tt3970374:-	tt4065190:9.5	
4	tt4070934:8.8	tt4071918:9.3	tt4112938:-	tt4120184:-	tt4137578:-	tt4168824:8.7	tt4352126:-	tt4368816:-	tt4760008:-	tt4767600:-	
5	tt4516396:-	tt4589454:-	tt4589466:-	tt4682728:-	tt4697776:-	tt4720132:-	tt4762234:-	tt4936314:-	tt5153626:-	tt5225812:-	
6	tt4881066:-	tt4895752:-	tt4895766:-	tt4899992:-	tt5184640:-	tt5189852:-	tt5244484:-	tt5248850:-	tt5333656:-	tt5336412:-	
7	tt5288540:-	tt5324596:-	tt5493698:-	tt5493712:-	tt5493714:-	tt5493720:-	tt5493724:-	tt5493726:-	tt5791392:-	tt5807246:-	
8	tt5497022:-	tt5669402:-	tt5731120:-	tt5772742:-	tt5903988:-	tt5952650:-	tt6034960:-	tt6053294:-	tt6076274:-	tt6142174:-	
9	tt6151576:-	tt6224470:-	tt6233622:-	tt6239350:-	tt6385468:-	tt6711034:-	tt6749416:-	tt6749434:-	tt6750564:-	tt8890008:-	
10	tt8047432:-	tt8051892:-	tt8168898:-	tt8209856:-	tt8278120:-	tt8425634:-	tt8456538:-	tt8495176:-	tt8497676:-	tt8773816:-	
11	tt8985216:-	tt9166716:-	tt9177992:-	tt9213314:-	tt9213322:-	tt9213326:-	tt9274734:-	tt9312022:-	tt9685022:-	
