1	tt0989129:-	tt0989130:-	tt0989131:-	tt0989132:-	tt0989133:-	tt0989134:-	tt0989135:-	tt0989137:-	tt0989138:-	tt0989139:-	tt0989734:-	
2	tt1001675:-	tt1001676:-	tt1001677:-	tt1001678:-	tt1001679:-	tt1001680:-	tt1001681:-	tt1001682:-	tt1001683:-	tt1001684:-	
3	tt1168230:-	tt1175771:-	tt1175772:-	tt1193162:-	tt1193163:-	tt1193164:-	tt1193165:-	tt1193166:-	tt1193167:-	tt1193168:-	
4	tt1584172:-	tt1584867:-	tt1584868:-	tt1584869:-	tt1593830:-	tt1593831:-	tt1593832:-	tt1594608:-	tt1595910:-	tt1607622:-	
5	tt2085054:-	tt2086995:-	tt2089038:-	tt2105155:-	tt2105156:-	tt2105157:-	tt2105158:-	tt2105159:-	tt2105160:-	
6	tt2749326:-	tt2749330:-	tt2749336:-	tt2751466:-	tt2787356:-	tt2787360:-	tt2851104:-	tt2851114:-	tt2851116:-	
