5	tt0517005:-	tt0517008:-	tt0517040:-	tt0517058:-	tt0517064:-	tt0517078:-	
9	tt0517006:-	tt0517014:-	tt0517030:-	tt0517034:-	tt0517037:-	tt0517074:-	
6	tt0517007:-	tt0517031:-	tt0517060:-	tt0517069:-	tt0517075:-	tt0758691:-	
12	tt0517009:-	tt0517032:-	tt0517044:-	tt0517053:-	tt0517061:-	tt0517071:-	
4	tt0517010:-	tt0517024:-	tt0517026:-	tt0517047:-	tt0517059:-	tt0517065:-	
7	tt0517011:-	tt0517033:-	tt0517050:-	tt0517068:-	tt0517073:-	tt0758690:-	
11	tt0517012:-	tt0517035:-	tt0517045:-	tt0517052:-	tt0517070:-	tt0517079:-	
3	tt0517013:-	tt0517036:-	tt0517038:-	tt0517051:-	tt0517067:-	tt0517076:-	
2	tt0517015:-	tt0517022:-	tt0517025:-	tt0517042:-	tt0517043:-	tt0517057:-	
10	tt0517016:-	tt0517019:-	tt0517023:-	tt0517039:-	tt0517054:-	tt0517056:-	
13	tt0517017:-	tt0517018:-	tt0517028:-	tt0517029:-	tt0517041:-	tt0517048:-	
8	tt0517020:-	tt0517027:-	tt0517049:-	tt0517072:-	tt0517077:-	tt0758689:-	
1	tt0517021:-	tt0517046:-	tt0517055:-	tt0517062:-	tt0517063:-	tt0517066:-	
14	tt0864410:-	tt0865971:-	tt0873653:-	tt0877395:-	tt0881981:-	tt0886561:-	
15	tt0955855:-	tt0960173:-	tt0965057:-	tt0970213:-	tt0981440:-	tt0986452:-	tt0986453:-	tt0997856:-	tt1007144:-	tt1007145:-	tt1016553:-	tt1021234:-	tt1021235:-	
16	tt1019559:-	tt1166191:-	tt1167325:-	tt1169322:-	tt1170042:-	tt1183973:-	
17	tt1465890:-	tt1465891:-	tt1473475:-	tt1473476:-	tt1473477:-	tt1473478:-	
18	tt1655468:-	tt1665133:-	tt1670276:-	tt1672905:-	tt1672906:-	tt1674307:-	
