4	tt0582933:7.6	tt0582939:7.8	tt0582945:7.7	tt0582967:7.5	tt0582968:6.9	tt0582970:7.6	tt0582979:7.7	tt0582983:8.0	tt0582986:7.2	tt0582997:7.7	tt0583006:7.8	tt0583010:7.2	tt0583018:9.7	tt0583025:7.7	tt0583031:7.6	tt0583034:7.5	tt0583048:7.6	tt0583051:7.4	tt0583052:7.9	tt0583064:7.3	tt0583065:7.5	tt0583066:7.4	tt0583069:8.1	tt0583077:7.7	tt0583078:7.3	tt0834696:7.7	
1	tt0582934:8.2	tt0582942:7.6	tt0582943:8.2	tt0582956:7.4	tt0582959:7.8	tt0582960:7.2	tt0582961:7.5	tt0582962:7.6	tt0582984:7.7	tt0582996:7.9	tt0582999:7.5	tt0583001:7.4	tt0583002:8.1	tt0583004:7.4	tt0583008:8.5	tt0583012:7.4	tt0583014:7.7	tt0583027:6.5	tt0583028:6.8	tt0583035:7.3	tt0583046:7.4	tt0583047:8.0	tt0583049:7.6	tt0583075:7.3	tt0583079:7.5	
5	tt0582935:7.4	tt0582940:7.4	tt0582951:8.5	tt0582957:7.6	tt0582966:7.7	tt0582969:7.2	tt0582971:7.7	tt0582975:7.5	tt0582998:7.4	tt0583003:7.6	tt0583005:6.9	tt0583019:7.2	tt0583021:7.5	tt0583022:7.6	tt0583026:7.1	tt0583030:7.6	tt0583044:7.8	tt0583055:7.4	tt0583059:7.5	tt0583060:7.6	tt0583063:7.4	tt0583070:7.6	tt0583071:7.4	tt0583072:7.7	tt0583073:7.1	
3	tt0582936:7.6	tt0582937:7.8	tt0582938:7.6	tt0582941:7.6	tt0582948:8.1	tt0582952:7.1	tt0582978:7.3	tt0582981:7.4	tt0582985:7.6	tt0583000:8.9	tt0583007:7.8	tt0583009:7.2	tt0583016:7.4	tt0583020:7.8	tt0583024:7.8	tt0583036:7.7	tt0583037:8.0	tt0583039:7.7	tt0583040:7.3	tt0583045:7.4	tt0583054:6.5	tt0583067:7.4	tt0583074:8.2	tt0583076:7.5	
2	tt0582944:7.5	tt0582954:7.9	tt0582955:7.6	tt0582958:7.5	tt0582963:7.7	tt0582965:7.6	tt0582972:7.5	tt0582974:7.3	tt0582976:7.7	tt0582980:7.3	tt0582982:7.4	tt0582995:7.5	tt0583011:7.7	tt0583017:7.6	tt0583023:7.7	tt0583029:7.3	tt0583033:8.3	tt0583038:7.3	tt0583041:7.4	tt0583042:8.0	tt0583050:7.7	tt0583058:7.3	tt0583062:7.4	tt0583068:7.9	
6	tt0582946:7.3	tt0582947:7.5	tt0582949:7.3	tt0582950:7.2	tt0582953:7.6	tt0582964:7.9	tt0582973:7.1	tt0582977:7.2	tt0582987:7.3	tt0582988:7.2	tt0582989:8.2	tt0582990:9.0	tt0582991:7.3	tt0582992:7.6	tt0582993:7.3	tt0582994:7.4	tt0583013:7.5	tt0583015:7.8	tt0583032:7.3	tt0583043:7.3	tt0583053:7.4	tt0583056:7.6	tt0583057:7.5	tt0583061:7.4	
