7	tt12210394:-	tt12287084:-	tt12287086:-	tt12287094:-	tt12287104:-	tt12287110:-	tt12287134:-	tt12287150:-	tt12287158:-	
9	tt12211232:-	tt12211326:-	tt12246690:-	tt12250028:-	tt12250052:-	tt12250104:-	tt12706896:-	tt12810322:-	
1	tt12250926:-	
8	tt12255950:-	tt12255964:-	tt12255984:-	tt12255994:-	tt12256016:-	tt12256020:-	tt12256046:-	tt12256056:-	
6	tt12292238:-	tt12292240:-	tt12292252:-	tt12292268:-	tt12292276:-	tt12292298:-	tt12292306:-	tt12292312:-	tt12292316:-	
5	tt12299474:-	tt12299478:-	tt12299494:-	tt12299498:-	tt12299500:-	tt12299506:-	tt12299510:-	tt12299514:-	
4	tt12304096:-	tt12304108:-	tt12304130:-	tt12304158:-	tt12304184:-	tt12304242:-	tt12304278:-	tt12304310:-	
3	tt12305338:-	tt12305348:-	tt12305358:-	tt12305370:-	tt12305384:-	tt12305398:-	tt12305432:-	tt12305456:-	
2	tt12305482:-	tt12305494:-	tt12305508:-	tt12305532:-	tt12305548:-	tt12305556:-	tt12305560:-	tt12305570:-	
10	tt13328098:-	tt13666200:-	tt13991288:-	tt13991300:-	tt14797096:-	tt14811948:-	
