17	tt11803882:9.7	tt11803892:-	tt11803898:-	tt5870380:9.0	tt6042284:9.0	
3	tt12210450:-	tt12210570:-	tt12210576:-	tt12210578:-	tt12210582:-	tt12210586:-	tt6037122:8.5	tt6037570:9.2	tt6053742:8.9	tt6803034:8.4	tt8006574:8.4	
9	tt12684054:9.2	tt8015938:8.6	
4	tt13280560:9.4	tt13293260:9.2	tt13293262:-	tt13293264:-	tt13293266:-	tt13293268:-	tt13293270:-	tt13293272:-	tt13293274:-	tt13293276:-	tt13293280:-	tt13293282:-	tt13293284:-	tt13293286:-	tt13293288:-	tt13293290:-	tt13293292:-	tt13293294:-	tt13293296:-	tt6053962:8.0	
10	tt13281638:9.3	tt8015962:8.9	
13	tt13293298:-	
14	tt13293300:-	
18	tt13293302:-	
5	tt13293838:-	tt13293840:-	tt13293844:-	tt13293848:-	tt13293850:-	tt13293852:-	tt13293854:-	tt13293856:9.8	tt6054300:8.2	
6	tt13303372:9.4	tt13303374:-	tt13303378:-	tt13303382:-	tt13303386:-	tt13303398:-	tt13303400:-	tt13303404:-	tt13303428:-	tt13303448:-	tt13303454:-	tt13303458:9.9	tt6054722:8.8	
1	tt6034062:9.0	tt6034236:9.3	tt6034252:9.2	tt6034276:9.2	tt6034322:9.2	tt6034344:9.0	tt6034362:9.1	tt6034388:9.3	tt6034396:9.3	tt6034410:9.0	tt6034426:9.4	tt6034750:9.0	tt6034762:9.3	tt6034784:9.0	tt6036632:8.8	tt6036688:9.1	tt6036896:9.1	tt6036930:8.8	tt6037002:8.7	
2	tt6037036:9.3	tt6037658:8.6	tt6037750:9.0	tt6037770:8.4	tt6037814:8.3	tt6039494:8.2	tt6039594:8.7	tt6039644:8.2	tt6043358:7.9	tt6043378:8.7	tt6043514:8.5	tt6043624:8.5	tt6043684:7.9	tt6043772:7.8	tt6043780:8.8	tt6043804:8.7	tt6043930:8.5	tt6043964:8.9	
7	tt8011304:8.3	
8	tt8015936:7.0	
15	tt8016234:8.6	
11	tt8888916:8.2	
12	tt9010278:9.0	
