1	tt1255376:6.8	tt1255778:7.6	tt1255779:7.4	tt1255780:7.3	tt1255781:7.4	tt1255782:7.2	tt1255783:7.1	tt1255784:7.3	tt1255785:7.7	tt1255786:7.4	tt1290900:7.0	tt1340523:7.4	tt1340524:7.5	tt1340525:7.6	tt1341057:7.7	tt1341058:7.1	tt1341059:7.1	tt1341060:7.7	tt1345767:7.1	tt1369304:7.6	tt1370069:7.0	tt1370070:7.1	tt1370071:7.5	
2	tt1451600:7.9	tt1461086:6.7	tt1461087:6.5	tt1461088:6.2	tt1461089:7.4	tt1461090:7.3	tt1461091:7.3	tt1461092:7.0	tt1461093:6.7	tt1461094:6.6	tt1461095:6.4	tt1461096:6.2	tt1481507:6.0	tt1482780:7.8	tt1482781:7.1	tt1482782:7.1	tt1591580:5.8	tt1598155:7.2	tt1601743:7.0	tt1602427:7.0	tt1609906:6.6	tt1614894:7.0	tt1619573:7.2	tt1622942:6.5	
3	tt1656872:6.2	tt1669740:6.8	tt1669741:5.9	tt1669742:5.9	tt1683798:5.9	tt1690888:5.7	tt1695364:5.9	tt1698439:5.9	tt1702333:5.8	tt1707124:7.0	tt1710824:6.3	tt1713886:6.8	tt1713887:6.4	tt1713888:6.5	tt1871145:6.4	tt1876140:6.9	tt1877427:6.7	tt1886331:7.6	tt1894322:6.9	tt1922341:6.6	tt1922342:6.8	tt1927864:6.9	tt1930039:6.6	tt1936880:7.1	tt1944953:6.8	tt1957790:7.7	
4	tt1949500:7.7	tt1964194:7.6	tt1966261:7.1	tt1975745:7.9	tt1978305:6.3	tt1979106:7.6	tt1979970:7.8	tt1998071:7.2	tt2005984:7.6	tt2010736:7.6	tt2016699:7.4	tt2025243:7.3	tt2034555:8.4	tt2190292:6.2	tt2325121:6.6	tt2325123:7.2	tt2331189:6.5	tt2368227:6.8	tt2368229:6.2	tt2379565:6.3	tt2380957:6.7	tt2388427:5.9	tt2396245:6.0	tt2402033:6.4	
5	tt2180948:7.6	tt2193092:7.0	tt2232712:6.7	tt2235026:6.9	tt2248304:6.7	tt2252480:6.3	tt2254438:6.7	tt2261902:6.7	tt2271440:7.5	tt2273926:6.9	tt2296868:6.7	tt2365450:7.2	tt2403738:7.3	tt2488742:7.3	tt2525880:7.8	tt2748334:5.7	tt2815962:6.3	tt2818244:6.1	tt2818246:6.6	tt2859292:6.6	tt2865504:6.3	tt2917930:6.6	tt2933098:6.2	tt2933100:3.2	
