3	tt0979138:-	tt11906378:-	tt12000012:-	tt12000046:-	tt12000074:-	tt12000084:-	tt12000102:-	tt1470443:-	tt3614340:-	
2	tt3614154:-	tt7027742:-	tt7027746:-	tt7027748:-	tt7027752:-	tt7027754:-	tt7027756:-	tt7027758:-	
1	tt4661350:-	tt7027688:-	tt7027692:-	tt7027696:-	tt7027710:-	tt7027732:-	tt7027734:-	tt7027738:-	
4	tt6958530:-	tt6958536:-	tt6958542:-	tt6958546:-	tt6958550:-	tt6958554:-	tt6958556:-	tt6958558:-	
