47	tt0392971:-	
30	tt0578943:-	
\N	tt0578944:-	tt0578945:-	tt0578946:3.7	tt0578947:-	tt0578948:-	tt0771051:-	tt0771052:-	tt0771053:-	tt0772469:4.2	tt1037402:-	tt14071772:-	tt2406066:-	tt3534500:-	tt9351468:-	
31	tt0578949:-	
34	tt0578950:-	tt1666215:-	tt1666216:-	
49	tt0578951:-	
41	tt0824715:-	
43	tt0824716:-	
54	tt0946177:-	tt0946178:-	tt0946179:-	tt0946180:-	tt0946181:-	
57	tt0974102:-	tt0974103:-	tt0975250:-	tt0975251:-	tt0975252:-	
1	tt0975247:-	tt0975248:-	tt1165709:-	
2	tt1165797:-	tt1174819:-	tt1174820:-	
70	tt11758458:-	tt11758486:-	tt11758498:-	tt11758518:-	tt11758532:-	
48	tt11786668:-	tt11787064:-	tt11787076:-	tt11787080:-	
58	tt1195966:-	tt1195967:-	tt1195968:-	tt1195969:-	tt5733056:-	
32	tt1635003:-	tt1635004:-	tt1635005:-	
40	tt1635006:-	tt1635007:-	tt1635008:-	tt1635009:-	
50	tt1980458:-	tt5740686:-	tt5740688:-	tt5740696:-	tt5740700:-	
65	tt4445838:-	tt5729368:-	tt5729370:-	tt5729372:-	tt5729374:-	
66	tt5729352:-	tt5729356:-	tt5729358:-	tt5729360:-	tt5729364:-	
64	tt5732840:-	tt5732850:-	tt5732852:-	tt5732856:-	tt5732858:-	
63	tt5732938:-	tt5732940:-	tt5732942:-	tt5732944:-	tt5732946:-	
62	tt5732962:-	tt5732964:-	tt5732966:-	tt5732968:-	tt5732974:-	
61	tt5732978:-	tt5732982:-	tt5732984:-	tt5732986:-	tt5732988:-	
60	tt5732998:-	tt5733002:-	tt5733004:-	tt5733006:-	tt5733008:-	
59	tt5733028:-	tt5733030:-	tt5733034:-	tt5733036:-	tt5733038:-	
56	tt5740584:-	tt5740586:-	tt5740588:-	tt5740590:-	tt5740592:-	
55	tt5740612:-	tt5740614:-	tt5740616:-	tt5740620:-	tt5740622:-	
53	tt5740636:-	tt5740640:-	tt5740642:-	tt5740644:-	tt5740646:-	
52	tt5740648:-	tt5740650:-	tt5740652:-	tt5740654:-	tt5740656:-	
51	tt5740662:-	tt5740664:-	tt5740666:-	tt5740668:-	tt5740670:-	
67	tt6507160:-	tt6507174:-	tt6507178:-	tt6507186:-	tt6507198:-	
68	tt7938308:-	tt7938310:-	tt7938314:-	tt7938318:-	tt7938322:-	
69	tt9746876:-	tt9746886:-	tt9746894:-	tt9746904:-	tt9746914:-	
