\N	tt0667382:-	tt0667383:-	tt0667384:-	tt0667385:-	tt0667386:-	tt0667387:-	tt0667388:-	tt0667389:-	tt0667390:-	tt0667391:-	tt0667392:-	tt0667393:-	tt0667394:-	tt0667395:-	tt0667396:-	tt0667397:-	tt0667398:-	tt0667399:-	tt0667400:-	tt0667401:-	tt0667402:-	tt0667403:-	tt0667404:-	tt0667405:-	tt0667406:-	tt0667407:-	tt0667408:-	tt0667409:-	tt0667410:-	tt0667411:-	tt0667412:-	tt0667413:-	tt0667414:-	tt0667415:-	tt0667416:-	tt0667417:-	tt0667418:-	tt0667419:-	tt0667420:-	tt0667421:-	tt0667422:-	tt0667423:-	tt0667424:-	tt0667425:-	tt0667426:-	tt0667427:-	tt0667428:-	tt0667429:-	tt0667430:-	tt0667431:-	tt0667432:-	tt0667433:-	tt0667434:-	tt0667435:-	tt0667436:-	tt0667437:-	tt0667438:-	tt0667439:-	tt0667440:-	tt0667441:-	tt0667442:-	tt0667443:-	tt0667444:-	tt0667445:-	tt0667446:-	tt0667447:-	tt0667448:-	tt0667449:-	tt0667450:-	tt0667451:-	tt0667452:-	tt0667453:-	tt0667454:-	tt0667455:-	tt0667456:-	tt0667457:-	tt0667458:-	tt0667459:-	tt0763514:-	tt0788731:-	tt0788732:-	tt0800608:-	tt0800609:-	tt0906243:-	tt0906244:-	tt0906245:-	tt0906246:-	tt0971062:-	tt0971063:-	tt0971064:-	tt0971065:-	tt1017188:-	tt1017189:-	tt1017190:-	tt1017191:-	tt1030269:-	tt1030270:-	tt1030271:-	tt10482014:-	tt10485770:-	tt1619738:-	tt1646670:-	tt1747368:-	tt5290660:-	
4	tt1024072:-	
10	tt1024073:-	
12	tt1024074:-	
9	tt1024075:-	
8	tt1024076:-	
11	tt1024077:-	
1	tt1024078:-	
5	tt1024079:-	tt9099024:-	
2	tt1024080:-	
7	tt1024081:-	
6	tt1024082:-	
3	tt1024083:-	
13	tt1024084:-	
