1	tt1417964:-	tt1420276:-	tt1427746:-	tt1427747:-	tt1430552:-	tt1430553:-	tt1438873:-	tt1438874:-	tt1438875:-	tt1438876:-	tt1460341:-	tt1460342:-	tt1460343:-	tt1460344:-	tt1460345:-	tt1460346:-	tt1460347:-	tt1460348:-	tt1460349:-	tt1460350:-	tt1464045:-	tt1474036:-	
2	tt1581051:-	tt1589142:-	tt1590524:-	tt1597635:-	tt1597636:-	tt1601086:-	tt1614169:-	tt1614170:-	tt1614171:-	tt1625242:-	tt1625243:-	tt1632063:-	tt1632064:-	tt1646638:-	tt1646639:-	tt1646640:-	tt1742855:-	tt1742856:-	tt1742857:-	tt1742858:-	tt1742859:-	tt1742860:-	tt1742861:-	tt1742862:-	tt1742863:-	tt1742864:-	
3	tt2114086:-	tt2114087:-	tt2114088:-	tt2114089:-	tt2114090:-	tt2114091:-	tt2114092:-	tt2119802:-	tt2188198:-	tt2188202:-	tt2188208:-	tt2188214:-	tt2188228:-	tt2188230:-	
\N	tt2157635:-	
4	tt2188234:-	tt2188238:-	tt2188244:-	tt2188254:-	tt2188258:-	tt2188266:-	tt2188270:-	tt2188280:-	tt2188288:-	tt2188294:-	tt2188298:-	tt2256110:-	tt2293666:-	
5	tt2435868:-	tt2445890:-	tt2462492:-	tt2463240:-	tt2469824:-	tt2501570:-	tt2514852:-	tt2524442:-	tt2524446:-	tt2570954:-	tt2570956:-	tt2617316:-	tt2630256:-	
