1	tt10598398:-	tt10598402:-	tt10598404:-	tt10598406:-	tt10676334:-	tt10676338:-	tt11530844:-	
2	tt11530840:-	tt11540750:-	tt11600918:-	tt11685060:-	tt14005690:-	tt14005710:-	
3	tt14005588:-	tt14005736:-	tt14061124:-	tt14755050:-	tt14755052:-	tt14755054:-	
