1	tt0518529:-	tt0518531:-	tt0518533:-	tt0518538:-	tt0518541:-	tt0518549:-	tt0518550:-	
3	tt0518530:-	tt0518535:-	tt0518536:-	tt0518548:-	tt0518554:8.2	tt0518556:-	
2	tt0518532:-	tt0518537:-	tt0518542:-	tt0518544:-	tt0518545:-	tt0518546:-	tt0518551:-	tt0518552:-	tt0518553:-	tt0518555:-	
4	tt0518534:-	tt0518539:-	tt0518540:-	tt0518543:-	tt0518547:-	tt0518557:-	
