60	tt0349057:6.3	
39	tt0355164:6.2	
59	tt0364916:6.1	
61	tt0395093:6.1	
57	tt0429484:4.6	
62	tt0429486:5.9	
56	tt0447822:5.5	
52	tt0482447:6.6	
63	tt0770708:6.3	
55	tt0859588:5.8	
48	tt0881176:8.0	
64	tt0914790:5.3	
47	tt1000697:5.5	
43	tt1063326:8.8	
65	tt1164546:3.6	
66	tt1222814:7.5	
1	tt13969956:-	
2	tt13969960:-	
3	tt13970172:-	
4	tt13970174:-	
17	tt13970176:-	
38	tt13970598:-	
37	tt13970610:-	
36	tt13970614:-	
35	tt13970616:-	
34	tt13970620:-	
33	tt13970630:-	
32	tt13970636:-	
31	tt13970650:-	
30	tt13970656:-	
29	tt13970664:-	
28	tt13970672:-	
27	tt13970674:-	
26	tt13970676:-	
25	tt13970682:-	
24	tt13970686:-	
23	tt13970688:-	
22	tt13970690:-	
21	tt13970692:-	
20	tt13970702:-	
19	tt13970706:-	
18	tt13970714:-	
15	tt13975102:-	
14	tt13975108:-	
13	tt13975116:-	
12	tt13975120:-	
11	tt13975124:-	
10	tt13975126:-	
9	tt13975130:-	
8	tt13975132:-	
7	tt13975134:-	
6	tt13975136:-	
5	tt13975140:-	
16	tt13975598:-	
58	tt1401892:8.3	
67	tt1564372:7.3	
51	tt1677636:6.5	
46	tt1693966:5.1	
40	tt1799579:7.5	
41	tt1799580:7.7	
42	tt1799581:7.9	
45	tt1799582:6.3	
49	tt1800383:7.3	
54	tt1800384:7.3	
50	tt1800744:7.8	
53	tt1800745:6.9	
68	tt1810776:7.4	
69	tt2125640:7.2	
