1	tt0822606:9.4	tt0822607:9.1	tt0825086:9.6	tt0825087:9.2	tt0825088:8.7	tt0825089:9.2	tt0825090:8.7	tt0831192:9.4	
2	tt0961801:9.3	tt1017593:9.4	tt1018533:8.3	tt1018534:9.8	tt1021780:-	tt1021781:-	tt1021782:9.7	tt1025931:-	
