1	tt14213286:-	tt14213300:-	tt14213324:-	tt14213334:-	tt14213352:-	tt14213368:-	tt14213374:-	tt14213376:-	tt14213380:-	tt14213382:-	tt14213396:-	tt2646656:-	tt2646672:-	
2	tt14213584:-	tt14213586:-	tt14213594:-	tt14213608:-	tt14213618:-	tt14213624:-	tt14213632:-	tt14213670:-	tt14213680:-	tt14213694:-	tt14213700:-	tt14213704:-	tt14224144:-	
3	tt14213720:-	tt14213728:-	tt14213732:-	tt14213738:-	tt14213744:-	tt14213760:-	tt14213776:-	tt14213784:-	tt14213794:-	tt14213802:-	tt14213810:-	tt14213818:-	tt2646662:-	
4	tt14214546:-	tt14214548:-	tt14214550:-	tt14214554:-	tt14214556:-	tt14214558:-	tt14214570:-	tt14214574:-	tt14214578:-	tt14214582:-	tt14214586:-	tt14224114:-	tt2646652:-	
5	tt14214600:-	tt14214602:-	tt14214608:-	tt14214610:-	tt14214612:-	tt14214618:-	tt14214622:-	tt14214624:-	tt14214628:-	tt14214632:-	tt14214636:-	tt14214648:-	tt14214650:-	
6	tt14214658:-	tt14214662:-	tt14214668:-	tt14214672:-	tt14214676:-	tt14214684:-	tt14214686:-	tt14214694:-	tt14214700:-	tt14214702:-	tt14214710:-	tt14214712:-	tt14224086:-	
7	tt14214724:-	tt14214726:-	tt14214732:-	tt14214736:-	tt14214738:-	tt14214740:-	tt14214746:-	tt14214752:-	tt14214754:-	tt14214762:-	tt14214766:-	tt14214768:-	tt3878880:-	
8	tt14214776:-	tt14214780:-	tt14214788:-	tt14214792:-	tt14214794:-	tt14214800:-	tt14214806:-	tt14214808:-	tt14214814:-	tt14214822:-	tt14214824:-	tt2646664:-	tt2646678:-	
9	tt14219952:-	tt14219960:-	tt14219968:-	tt14219974:-	tt14219978:-	tt14219982:-	tt14219986:-	tt14220008:-	tt14220012:-	tt14220016:-	tt14220024:-	tt14220026:-	tt14220028:-	tt14220034:-	tt2646666:-	
10	tt14220048:-	tt14220060:-	tt14220070:-	tt14220080:-	tt14220088:-	tt14220090:-	tt14220094:-	tt14220102:-	tt14220104:-	tt14220114:-	tt14220124:-	tt14220128:-	tt14220134:-	tt14220142:-	
11	tt14220160:-	tt14220166:-	tt14220170:-	tt14220174:-	tt14220182:-	tt14220186:-	tt14220190:-	tt14220194:-	tt14220202:-	tt14220208:-	tt14220214:-	tt14220224:-	tt14220230:-	
12	tt14220250:-	tt14220254:-	tt14220258:-	tt14220270:-	tt14220278:-	tt14220284:-	tt14220286:-	
