16	tt10148062:-	tt10148066:-	tt10148068:-	tt10187392:-	tt10187398:-	tt10187404:-	tt10187412:-	tt10187420:-	tt10187422:-	tt10187426:-	tt10187428:-	tt10187432:-	tt9895654:-	tt9895668:-	
17	tt10503240:-	tt10503246:-	tt10503250:-	tt10503256:-	tt10503262:-	tt10503272:-	tt10517838:-	tt10517862:-	tt10517880:-	tt10517888:-	tt10605410:-	tt10606006:-	tt10680024:-	tt10680030:-	
18	tt10942300:-	tt10942316:-	tt11106146:-	tt11106150:-	tt11172582:-	tt11172588:-	tt11415764:-	tt11415770:-	tt11415772:-	tt11415774:-	
19	tt11278038:-	tt11278052:-	
2	tt5112340:-	tt5112354:-	tt5112440:-	tt5112446:-	tt5112466:-	tt5112470:-	tt5112480:-	tt5112488:-	tt5112498:-	tt5112500:-	tt5112502:-	tt5112510:-	tt5112518:-	tt5112524:-	
3	tt5358956:-	tt5358960:-	tt5358966:-	tt5358968:-	tt5358970:-	tt5358980:-	tt5358986:-	tt5358990:-	tt5359000:-	tt5359008:-	tt5359022:-	tt5359842:-	tt5359856:-	tt5359872:-	
4	tt5419262:-	tt5419268:-	tt5490928:-	tt5490932:-	tt5490944:-	tt5490948:-	tt5490956:-	tt5503126:-	tt5503130:-	tt5529598:-	tt5529604:-	tt5529608:-	tt5529610:-	tt5553038:-	
1	tt5566192:-	
5	tt6041750:-	tt6041754:-	tt6132824:-	tt6132830:-	tt6132832:-	tt6132836:-	tt6132838:-	tt6208016:-	tt6209910:-	tt6305842:-	tt6314136:-	tt6314138:-	tt6314146:-	tt6314164:-	
6	tt6230786:-	tt6230788:-	tt6230790:-	tt6314098:-	tt6314100:-	tt6314104:-	tt6314112:-	tt6314116:-	tt6314120:-	tt6314122:-	tt6314126:-	tt6314160:-	tt6328640:-	tt6328644:-	
7	tt6411624:-	tt6411626:-	tt6411628:-	tt6411632:-	tt6532948:-	tt6532960:-	tt6532962:-	tt6532966:-	tt6532974:-	tt6532978:-	tt6532986:-	tt6532990:-	tt6604352:-	tt6604360:-	
8	tt6604368:-	tt6612568:-	tt6612582:-	tt6612588:-	tt6612596:-	tt6612598:-	tt6612602:-	tt6612614:-	tt6738742:-	tt6738746:-	tt6738800:-	tt6738802:-	tt6738804:-	tt6738806:-	
9	tt7233644:-	tt7233648:-	tt7233662:-	tt7233670:-	tt7233672:-	tt7233680:-	tt7233682:-	tt7233686:-	tt7363378:-	tt7363398:-	tt7363404:-	tt7363418:-	tt7363422:-	tt7855802:-	
10	tt7461316:-	tt7461330:-	tt7471560:-	tt7485694:-	tt7485702:-	tt7490914:-	tt7490924:-	tt7573222:-	tt7591372:-	tt7591386:-	tt7604188:-	tt7604198:-	tt7604208:-	tt7604222:-	
11	tt7764480:-	tt7764484:-	tt7764490:-	tt7764492:-	tt7764494:-	tt7764502:-	tt7764508:-	tt7764512:-	tt7764516:-	tt7771736:-	tt7841988:-	tt7841992:-	tt7841996:-	tt7842000:-	
12	tt7923154:-	tt7923212:-	tt7960872:-	tt7960876:-	tt7960884:-	tt7960892:-	tt7960898:-	tt7960902:-	tt8048060:-	tt8048068:-	tt8106976:-	tt8106978:-	tt8106984:-	tt8106990:-	
\N	tt8285584:-	
13	tt8740264:-	tt8740276:-	tt8740292:-	tt8740296:-	tt8740312:-	tt8740326:-	tt8787100:-	tt8787112:-	tt8809898:-	tt8809906:-	tt8809918:-	tt8839004:-	tt8839026:-	tt8839034:-	
14	tt8888218:-	tt8888224:-	tt8888228:-	tt8991580:-	tt8991582:-	tt9072000:-	tt9072008:-	tt9245744:-	tt9245766:-	tt9245780:-	tt9245806:-	tt9245822:-	tt9245840:-	tt9274748:-	
15	tt9379508:-	tt9546708:-	tt9546712:-	tt9546714:-	tt9546718:-	tt9546722:-	tt9546726:-	tt9563260:-	tt9577510:-	tt9577524:-	tt9577556:-	tt9679494:-	tt9732500:-	tt9732520:-	
