1	tt4950656:-	tt4950658:-	tt4950660:-	tt4950662:-	tt4950664:-	tt4950666:-	tt4950668:-	tt4950670:-	tt4950672:-	tt4950674:-	tt4950676:-	tt4950678:-	tt4950684:-	tt4950688:-	tt4950690:-	tt4950692:-	tt4950694:-	tt4950696:-	tt4950700:-	tt4950710:-	
2	tt4950680:-	tt4950682:-	tt4950686:-	tt4950698:-	tt4950702:-	tt4950704:-	tt4950706:-	tt4950708:-	tt4950712:-	tt4950714:-	tt4950716:-	tt4950718:-	tt4950720:-	tt4950722:-	tt4950724:-	tt4950726:-	tt4950730:-	tt4950736:-	tt4950740:-	tt4950742:-	
3	tt4950728:-	tt4950732:-	tt4950734:-	tt4950738:-	tt4950744:-	tt4950746:-	tt4950748:-	tt4950750:-	tt4950752:-	tt4950754:-	tt4950758:-	tt4950760:-	tt4950762:-	tt4950766:-	tt4950768:-	tt4950772:-	tt4950776:-	tt4950780:-	tt4950782:-	tt4950784:-	
4	tt4950756:-	tt4950770:-	tt4950774:-	tt4950778:-	tt4950786:-	tt4950788:-	tt4950790:-	tt4950792:-	tt4950794:-	tt4950796:-	tt4950798:-	tt4950802:-	tt4950806:-	tt4950810:-	tt4950812:-	tt4950814:-	tt4950820:-	tt4950828:-	tt4950832:-	tt4950834:-	
5	tt4950800:-	tt4950804:-	tt4950808:-	tt4950816:-	tt4950818:-	tt4950822:-	tt4950824:-	tt4950826:-	tt4950830:-	tt4950836:-	tt4950840:-	tt4950842:-	tt4950844:-	tt4950854:-	tt4950856:-	tt4950858:-	tt4950868:-	tt4950878:-	tt4950882:-	tt4950904:-	
6	tt4950838:-	tt4950846:-	tt4950848:-	tt4950850:-	tt4950852:-	tt4950860:-	tt4950862:-	tt4950864:-	tt4950866:-	tt4950872:-	tt4950874:-	tt4950876:-	tt4950880:-	tt4950884:-	tt4950886:-	tt4950892:-	tt4950894:-	tt4950896:-	tt4950906:-	tt4950908:-	
7	tt4950870:-	tt4950888:-	tt4950890:-	tt4950898:-	tt4950900:-	tt4950902:-	tt4950910:-	tt4950912:-	tt4950914:-	tt4950916:-	tt4950918:-	tt4950928:-	tt4950930:-	tt4950934:-	tt4950936:-	tt4950938:-	tt4950940:-	tt4950942:-	tt4950948:-	tt4950958:-	
8	tt4950944:-	tt4950950:-	tt4950952:-	tt4950954:-	tt4950956:-	tt4950962:-	tt4950966:-	tt4950968:-	tt4950970:-	tt4950972:-	tt4950976:-	tt4950978:-	tt4950980:-	tt4950982:-	tt4950986:-	tt4950988:-	tt4950990:-	tt4950992:-	tt4951018:-	tt4951032:-	
9	tt4950974:-	tt4950984:-	tt4950994:-	tt4950996:-	tt4950998:-	tt4951000:-	tt4951002:-	tt4951004:-	tt4951008:-	tt4951010:-	tt4951012:-	tt4951014:-	tt4951020:-	tt4951022:-	tt4951024:-	tt4951028:-	tt4951030:-	tt4951036:-	tt4951038:-	tt4951046:-	
10	tt4951006:-	tt4951016:-	tt4951026:-	tt4951034:-	tt4951042:-	tt4951044:-	tt4951048:-	tt4951050:-	tt4951052:-	tt4951054:-	tt4951056:-	tt4951058:-	tt4951060:-	tt4951064:-	tt4951066:-	tt4951068:-	tt4951070:-	tt4951076:-	tt4951090:-	tt4951092:-	
11	tt4951062:-	tt4951072:-	tt4951074:-	tt4951078:-	tt4951082:-	tt4951084:-	tt4951086:-	tt4951088:-	tt4951094:-	tt4951096:-	tt4951100:-	tt4951102:-	tt4951104:-	tt4951106:-	tt4951108:-	tt4951110:-	tt4951112:-	tt4951114:-	tt4951116:-	tt4951118:-	
12	tt4951120:-	tt4951122:-	tt4951126:-	tt4951128:-	tt4951130:-	tt4951132:-	tt4951134:-	tt4951136:-	tt4951138:-	tt4951140:-	tt4951142:-	tt4951144:-	tt4951146:-	tt4951148:-	tt4951150:-	tt4951152:-	tt4951154:-	tt4951156:-	tt4951160:-	tt4951162:-	
