1	tt1121814:-	tt1121815:-	tt1132730:-	tt1132731:-	tt1132732:-	tt1132733:-	tt1132734:-	tt1132735:-	tt1132736:-	tt1132737:-	tt1132738:-	tt1132739:-	tt1216728:-	
2	tt1288087:-	tt1290641:-	tt1292261:-	tt1294309:-	tt1298116:-	tt1301800:-	tt1302084:-	tt1302085:-	tt1316689:-	tt1320128:-	tt1323619:-	tt1327052:-	
3	tt1389627:-	tt1465910:-	tt1522960:-	tt1524696:-	tt1529406:-	tt1535677:-	tt1540201:-	tt1549224:-	tt1549225:-	tt1563275:-	tt1563276:-	tt1580068:-	
4	tt1657574:-	tt1657575:-	tt1657576:-	tt1667720:-	tt1688114:-	tt1688115:-	tt1688116:-	tt1688117:-	tt1688118:-	tt1688287:-	tt1688288:-	tt1688289:-	
