1	tt11347958:-	tt11361962:-	tt11361970:-	tt11361972:-	tt11361984:-	tt11361990:-	tt11361992:-	
2	tt11348994:-	tt11361994:-	
3	tt11349004:-	
4	tt11349008:-	
5	tt11349014:-	
6	tt11358608:-	
7	tt11358614:-	
8	tt11358630:-	
9	tt11361930:-	
10	tt11361936:-	
11	tt11361948:-	
12	tt11361956:9.3	
13	tt11361960:-	tt12094932:-	tt13482506:-	tt13925586:-	
14	tt11533996:8.9	tt13235892:-	tt13235900:7.7	tt13235906:-	
15	tt13758278:-	tt13773250:-	tt13773268:-	tt13773282:-	tt13773286:-	tt13773292:-	tt13779336:-	tt13787778:-	tt13787780:-	tt13787788:-	tt13794228:-	tt13799954:-	tt13801076:-	tt13812030:-	tt13812054:-	tt13812872:-	tt13814004:-	tt13818542:-	tt13819780:-	tt13828430:-	tt13836584:-	tt13836592:-	tt13847030:-	tt13847038:-	tt13847082:-	tt13851686:-	tt13852612:-	tt13858166:-	tt13858484:-	tt13866664:-	tt13866666:-	tt13870130:-	tt13873078:-	tt13878136:-	tt13878138:-	tt13883616:-	tt13886030:-	tt13893444:-	tt13898272:-	tt13911092:-	tt13911096:-	tt13911102:-	tt13915496:-	tt13921328:-	tt13921336:-	tt13931054:-	tt13931058:-	tt13931062:-	tt13932408:-	tt13937164:-	tt13948214:-	tt13949020:-	tt13949946:-	tt13957228:-	tt13970350:-	
