10	tt10159786:-	tt10159818:-	tt10159872:-	tt10159952:-	tt10160028:-	tt10160062:-	tt10352326:-	tt10352382:-	tt10352466:-	tt10352540:-	tt10481860:-	tt10481884:-	tt9864948:-	
11	tt11066884:-	tt11107588:-	tt11107594:-	tt11107598:-	tt11107604:-	tt11163110:-	tt11163112:-	tt11497652:-	tt11497692:-	tt11497718:-	tt11497752:-	tt11497768:-	tt11497778:-	
12	tt11962076:-	tt11962138:-	tt12015426:-	tt12015452:-	tt12122758:-	tt12122764:-	tt12296752:-	tt12296764:-	tt12296780:-	tt13169006:-	tt13169020:-	tt13169038:-	
13	tt13264038:-	tt13438362:-	tt13438372:-	tt13438384:-	tt13438404:-	tt13562328:-	tt13562340:-	tt13562346:-	
1	tt4325140:-	tt4325154:-	tt4325160:-	tt4325166:-	tt4325196:-	tt4325210:-	tt4325228:-	tt4325230:-	tt4325240:-	tt4325248:-	tt4325256:-	tt4325268:-	tt4325274:-	
2	tt4585590:-	tt4585618:-	tt4585642:-	tt4585680:-	tt4585686:-	tt4940994:-	tt4941002:-	tt4941008:-	tt4941026:-	tt4941054:-	tt4941068:-	tt4941142:-	tt4941182:-	
3	tt5049722:-	tt5049746:-	tt5066368:-	tt5066374:-	tt5093250:-	tt5164166:-	tt5164186:-	tt5164218:-	tt5300980:-	tt5300988:-	tt5300992:-	tt5301000:-	tt5301076:-	
4	tt5527156:-	tt5527168:-	tt5610378:-	tt5610390:-	tt5610422:-	tt5879706:-	tt5879718:-	tt5879728:-	tt5879736:-	tt5879744:-	tt5879814:-	tt5879818:-	tt5879850:-	
5	tt6059850:-	tt6059854:-	tt6059864:-	tt6207986:-	tt6208038:-	tt6208060:-	tt6208078:-	tt6208100:-	tt6208152:-	tt6209750:-	tt6317342:-	tt6317348:-	tt6317358:-	
6	tt6744606:-	tt6744620:-	tt6744626:-	tt6744634:-	tt6744644:-	tt6744652:-	tt6817004:-	tt6817006:-	tt6849294:-	tt6866098:-	tt7174156:-	tt7174162:-	tt7174174:-	
7	tt7352948:-	tt7352998:-	tt7476266:-	tt7476318:-	tt7476378:-	tt7512800:-	tt7541594:-	tt7541604:-	tt7580072:-	tt7693750:-	tt7693768:-	tt7693788:-	tt7693808:-	
8	tt8106368:-	tt8106386:-	tt8159968:-	tt8181638:-	tt8289656:-	tt8289692:-	tt8289716:-	tt8442288:-	tt8442300:-	tt8442320:-	tt8442334:-	tt8469448:-	tt8505854:-	
9	tt9119676:-	tt9119696:-	tt9119722:-	tt9119740:-	tt9119794:-	tt9163762:-	tt9163774:-	tt9215656:-	tt9273846:-	tt9273942:-	tt9517042:-	tt9517046:-	tt9517050:-	
