44	tt10152496:-	tt10152512:-	tt10152516:-	tt10152522:-	tt10152526:-	tt10152528:-	
43	tt10152530:-	tt10157912:-	tt10157914:-	tt10157918:-	tt10157922:-	
42	tt10380902:-	tt10380904:-	tt10380906:-	tt10380910:-	tt10380916:-	
41	tt10380918:-	tt10380922:-	tt10380924:-	tt10380930:-	tt10380936:-	tt10380938:-	
40	tt10380942:-	tt10380944:-	tt10380946:-	tt10380952:-	tt10380954:-	
39	tt10380960:-	tt10380964:-	tt10380968:-	tt10380972:-	tt10380974:-	
38	tt10408332:-	tt10408334:-	tt10408336:-	tt10408338:-	tt10408342:-	
\N	tt11312788:-	tt11312792:-	tt11312796:-	tt11312802:-	tt11312822:-	tt11312830:-	tt11312832:-	tt11312840:-	tt11312842:-	tt11312846:-	tt11312902:-	tt11312904:-	tt11312910:-	tt11312914:-	tt11312916:-	tt11312918:-	tt11312926:-	tt11312928:-	tt11312934:-	tt11312940:-	tt11312944:-	tt11313916:-	tt11313922:-	tt11313926:-	tt11313932:-	tt11313942:-	tt11313946:-	tt11313950:-	tt11313964:-	tt11313980:-	tt11313998:-	tt11314004:-	tt11314010:-	tt11314016:-	tt11314030:-	tt11314042:-	tt11314064:-	tt11314074:-	tt11314086:-	tt11314110:-	tt11314126:-	tt11314128:-	tt11314132:-	tt11314138:-	tt11314160:-	tt11314178:-	tt11317660:-	tt11317662:-	tt11317666:-	tt11317670:-	tt11317674:-	tt11317676:-	tt11317678:-	tt11317682:-	tt11317684:-	tt11317686:-	tt11317690:-	tt11317692:-	tt11317704:-	tt11317714:-	tt11317716:-	tt11317722:-	tt11317726:-	tt11317730:-	tt11317734:-	tt11317736:-	tt11317740:-	tt11317744:-	tt11317748:-	tt11317754:-	tt11317756:-	tt11317760:-	tt11317762:-	tt11317764:-	tt11317768:-	tt11317770:-	tt11317776:-	tt11317784:-	tt11317786:-	tt11317790:-	tt11317794:-	tt11317798:-	tt11317800:-	tt11317802:-	tt11317808:-	tt11317810:-	tt11317814:-	tt11317818:-	tt11317820:-	tt11317826:-	tt11317832:-	tt11345156:-	tt11345168:-	tt11345182:-	tt11345188:-	tt11345202:-	tt11345218:-	tt8822766:-	tt8822790:-	tt8822802:-	tt8832498:-	tt9443256:-	tt9443286:-	tt9443310:-	tt9443336:-	
