1	tt1941995:-	tt2040168:-	tt2277700:-	tt3360496:-	tt6006382:-	
2	tt2204072:-	tt2204128:-	tt2204334:-	tt2252734:-	
\N	tt2494064:-	
3	tt3502078:-	tt4457198:-	tt4457228:-	tt4457238:-	
