1	tt1191884:-	tt1191885:-	tt1191886:-	tt1191887:-	tt1192844:-	tt1192845:-	tt1192846:-	tt1193440:-	tt1213808:-	tt1213809:-	tt1213810:-	tt1213811:-	tt1213812:-	tt1218977:-	
2	tt1368009:-	tt1368010:-	tt1368011:-	tt1368012:-	tt1401081:-	tt1401082:-	tt1543188:-	tt1543189:-	tt1543190:-	tt1543191:-	tt1543192:-	tt1543193:-	tt1543194:-	tt1544985:-	
3	tt1601784:-	tt1601785:-	tt1601786:-	tt1621632:-	tt1621633:-	tt1621634:-	tt1625853:-	tt4490350:-	
4	tt1887631:-	tt1887632:-	tt1887633:-	tt1887634:-	tt1887635:-	tt1887636:-	tt1887637:-	tt1887638:-	tt1887639:-	tt1887640:-	tt1887641:-	tt1887642:-	tt1887643:-	
6	tt2645462:-	tt2645464:-	tt2645466:-	tt2645480:-	tt2713890:-	tt2713910:-	tt2757274:-	tt2757288:-	tt2757292:-	tt2757304:-	tt2781004:-	tt2781012:-	tt2803282:-	
5	tt2753714:-	tt2753718:-	tt2753722:-	tt2753726:-	tt2753728:-	tt2753730:-	tt2753732:-	tt2753736:-	tt2753742:-	tt2753750:-	tt2753752:-	tt2753754:-	tt2753758:-	
7	tt3521800:-	tt3521804:-	tt3521808:-	tt3521816:-	tt3521842:-	tt3521846:-	tt3616412:-	tt3616420:-	tt3616422:-	tt3616452:-	tt3616456:-	tt3616462:-	tt3616464:-	
8	tt4794254:-	tt4794264:-	tt4794286:-	tt4794292:-	tt4794304:-	tt4794358:-	tt4794368:-	tt4794372:-	tt4794382:-	tt4794390:-	tt4794394:-	tt4794418:-	tt4794470:-	
