1	tt0659121:7.2	tt0659122:7.4	tt0659123:7.2	tt0659124:7.7	tt0659125:7.1	tt0659126:7.7	
6	tt0790210:6.8	tt1011743:6.2	tt1019701:6.2	tt1019704:6.6	tt1019705:6.8	tt1019707:6.5	
8	tt0792617:6.2	tt0799281:6.7	tt0799283:6.4	tt0799284:5.9	tt0799285:6.2	tt0799691:6.9	
7	tt0792618:6.7	tt0793202:6.6	tt0793203:6.4	tt0793204:6.4	tt0793205:6.2	tt1019703:6.2	
9	tt0799280:6.4	tt0799282:6.6	tt0799690:6.8	tt0802053:6.5	tt0802054:6.6	tt0805655:6.4	tt0809396:6.5	
10	tt0802052:6.5	tt0802055:6.7	tt0802056:5.4	tt0802057:6.5	tt0802058:6.3	tt1019706:7.3	
11	tt0805656:6.7	tt0805657:6.9	tt0805658:6.8	tt0805659:6.3	tt1019708:7.3	tt1019709:7.1	
2	tt0828878:6.7	tt0828879:7.0	tt0828880:7.5	tt0828883:7.2	tt0851811:7.1	tt0851812:6.9	
3	tt0828881:6.8	tt0828882:6.8	tt0839203:7.1	tt0839207:7.2	tt0839208:7.0	tt0839210:7.0	
4	tt0839202:7.0	tt0839204:6.9	tt0839205:7.0	tt0839206:7.1	tt0839209:7.2	tt0839211:7.4	
5	tt0850093:6.9	tt0850094:7.0	tt0850095:7.3	tt0850096:7.1	tt0850097:6.8	tt1019702:7.4	
