2	tt0704053:-	tt0704066:-	tt0704068:-	tt0704074:-	tt0704083:-	tt0704084:-	tt0704085:-	tt0704092:-	tt0704096:-	tt0704134:-	tt0704151:-	tt0704164:-	tt0704168:-	tt0704187:-	tt0704202:-	tt0704219:-	tt0704235:-	tt0704237:-	tt0704240:-	tt0704242:-	tt0704244:-	tt0704268:-	tt0704269:-	tt0704271:-	tt0704272:-	tt0704273:-	tt0704274:-	tt0704277:-	tt0704282:-	tt0704285:-	tt0704310:-	
4	tt0704057:-	tt0704070:-	tt0704077:-	tt0704089:-	tt0704090:-	tt0704112:-	tt0704113:-	tt0704115:-	tt0704124:-	tt0704136:-	tt0704140:-	tt0704145:-	tt0704156:-	tt0704184:-	tt0704198:-	tt0704201:-	tt0704211:-	tt0704215:-	tt0704218:-	tt0704221:-	tt0704224:-	tt0704226:-	tt0704229:-	tt0704233:-	tt0704236:-	tt0704254:-	tt0704294:-	
1	tt0704060:-	tt0704062:-	tt0704067:-	tt0704087:-	tt0704094:-	tt0704107:-	tt0704108:-	tt0704118:-	tt0704121:-	tt0704130:-	tt0704157:-	tt0704166:-	tt0704178:-	tt0704199:-	tt0704207:-	tt0704227:-	tt0704232:-	tt0704253:-	tt0704255:-	tt0704265:-	tt0704275:-	tt0704278:-	tt0704281:-	tt0704286:-	tt0704296:-	tt0704297:-	
3	tt0704099:-	tt0704104:-	tt0704122:-	tt0704135:-	tt0704141:-	tt0704142:-	tt0704158:-	tt0704159:-	tt0704160:-	tt0704163:-	tt0704173:-	tt0704179:-	tt0704182:-	tt0704183:-	tt0704189:-	tt0704212:-	tt0704222:-	tt0704246:-	tt0704260:-	tt0704266:-	tt0704270:-	tt0704280:-	tt0704289:-	tt0704290:-	tt0704305:-	tt0704312:-	
5	tt0704114:-	tt0704125:-	tt0704137:-	tt0704144:-	tt0704161:-	tt0704205:-	tt0704223:-	tt0704307:-	tt0704314:-	tt0704318:-	
