1	tt8192704:-	tt8192720:-	tt8192738:-	tt8192756:-	tt8192770:-	tt8192854:-	tt8192864:-	tt8192866:-	
2	tt8192886:-	tt8192892:-	tt8192900:-	tt8192906:-	tt8192910:-	tt8192912:-	tt8192928:-	
3	tt8192938:-	tt8192940:-	tt8192944:-	tt8196504:-	tt8196690:-	tt8196694:-	
4	tt8196718:-	tt8196732:-	tt8196736:-	tt8196758:-	tt8196782:-	tt8196796:-	
