1	tt0069193:7.4	tt0688421:8.2	tt0688423:7.9	tt0688424:8.3	tt0688428:8.3	tt0688438:6.3	tt0688439:7.5	tt0688440:7.7	tt0688443:7.1	tt0688449:7.8	tt0688451:8.5	tt0688465:7.1	tt0688471:7.8	tt0688474:8.3	tt0688481:8.4	tt0688488:8.4	tt0688491:7.9	tt0688493:7.6	tt0688494:7.1	tt0688496:6.6	tt0688505:7.4	tt0688506:8.7	tt0688507:7.9	tt0688509:8.7	
3	tt0688422:8.4	tt0688426:7.7	tt0688429:8.2	tt0688430:8.9	tt0688433:6.6	tt0688436:8.8	tt0688447:7.3	tt0688458:8.1	tt0688460:7.8	tt0688461:8.8	tt0688464:8.2	tt0688469:7.7	tt0688473:7.3	tt0688479:8.1	tt0688482:8.0	tt0688487:7.1	tt0688489:6.5	tt0688495:8.5	tt0688499:7.6	tt0688500:7.9	tt0688501:8.5	tt0688511:7.8	tt0688512:7.2	
2	tt0688425:8.1	tt0688431:7.9	tt0688432:8.1	tt0688435:8.4	tt0688437:8.6	tt0688441:7.6	tt0688444:8.1	tt0688446:7.0	tt0688450:8.4	tt0688453:8.6	tt0688455:8.0	tt0688456:8.1	tt0688466:8.6	tt0688467:7.4	tt0688472:8.1	tt0688478:8.2	tt0688484:8.0	tt0688485:8.4	tt0688490:8.9	tt0688497:7.4	tt0688502:8.8	tt0688508:7.5	tt0688510:8.1	
4	tt0688427:7.8	tt0688434:7.8	tt0688442:-	tt0688445:7.2	tt0688448:6.6	tt0688452:-	tt0688454:8.6	tt0688457:7.0	tt0688459:7.3	tt0688462:8.8	tt0688463:8.1	tt0688468:-	tt0688470:5.4	tt0688475:6.6	tt0688476:6.7	tt0688477:7.4	tt0688480:-	tt0688483:7.8	tt0688486:-	tt0688492:8.2	tt0688498:-	tt0688503:-	tt0688504:6.2	
