1	tt3093256:7.5	tt3096894:6.0	tt3098458:6.7	tt3108682:7.8	tt3108694:-	tt3110244:7.8	tt3110248:-	tt3110252:-	tt3110258:-	tt3110264:-	tt3110268:-	tt3110270:-	
2	tt3110276:9.8	tt3248996:-	tt3249004:-	tt3249020:-	tt3259342:-	tt3269354:-	tt3291188:-	tt3327678:-	tt3336908:-	tt3360176:-	tt3375162:-	tt3377418:-	tt3402858:-	tt3415730:-	tt3469846:-	tt3556330:-	tt3653128:-	tt3881168:-	tt3907850:6.4	tt5088154:-	tt5088156:-	tt5088158:-	tt5088160:-	tt5088162:-	tt5088164:-	tt5088166:-	tt5088168:-	tt5088170:-	tt5088172:-	tt5088174:-	tt5088176:-	tt5088178:-	tt5088180:-	tt5088182:-	tt5088184:-	tt5088186:-	tt5088188:-	
3	tt4058238:-	tt4066294:-	tt5088190:-	tt5088192:-	tt5088194:-	tt5088196:-	tt5088198:-	tt5088200:-	tt5088202:-	tt5088204:-	tt5088206:-	tt5088208:-	tt5088210:-	tt5088212:-	tt5088214:-	tt5088216:-	tt5088218:-	tt5088220:-	tt5088222:-	tt5088224:-	tt5088226:-	tt5088228:-	tt5088230:-	tt5088232:-	tt5088234:-	tt5088236:-	tt5088238:-	tt5088240:-	tt5088242:-	tt5088244:-	tt5088246:-	tt5088248:-	tt5088250:-	tt5088252:-	tt5088254:-	tt5088256:-	tt5088258:-	tt5088260:-	tt5088262:-	
4	tt5620550:-	tt5620552:-	tt5620554:-	tt5620556:-	tt5620558:-	tt5620560:-	tt5620562:-	tt5620564:-	tt5620566:-	tt5620568:-	tt5620572:-	tt5620574:-	tt5620576:-	tt5620578:-	tt5620580:-	tt5620582:-	tt5620584:-	tt5620588:-	tt5620590:-	tt5620592:-	tt5620594:-	tt5620596:-	tt5620598:-	tt5620600:-	tt5620604:-	tt5620608:-	tt5620612:-	tt5620614:-	tt5620616:-	tt5620618:-	tt5620620:-	tt5620622:-	tt5635016:-	tt5657082:-	tt5664642:-	tt5711012:-	tt5731180:-	
