1	tt12345568:-	tt12345572:-	tt12345602:-	tt12345610:-	tt12345638:-	tt12345648:-	tt9315188:-	tt9315192:-	tt9315204:-	tt9315210:-	tt9315214:-	tt9315218:-	tt9315224:-	tt9315228:-	tt9315232:-	tt9315236:-	tt9315240:-	tt9315244:-	tt9315252:-	tt9315256:-	tt9315262:-	tt9315336:-	tt9315344:-	tt9315350:-	tt9315352:-	tt9315356:-	tt9315360:-	tt9315366:-	tt9315370:-	tt9315380:-	tt9315384:-	tt9315386:-	tt9315394:-	tt9315398:-	tt9315402:-	tt9315404:-	
2	tt12345666:-	tt12346416:-	tt12346426:-	tt12346436:-	tt12346448:-	tt12346466:-	tt12346478:-	tt12351668:-	tt12351678:-	tt12351692:-	tt12351706:-	tt12351712:-	tt12351724:-	tt12351736:-	tt12351748:-	tt12351906:-	tt12351916:-	tt12351930:-	tt12351936:-	tt12351940:-	tt12351944:-	tt12351960:-	tt12351966:-	tt12351968:-	tt12351972:-	tt12352148:-	tt12352154:-	tt12352158:-	tt12352166:-	tt12352176:-	tt12352182:-	tt12352188:-	tt12352196:-	tt12352200:-	tt12352204:-	tt12352210:-	
