1	tt1029751:5.9	tt1029752:-	tt1029753:-	tt1029754:6.2	tt1029755:6.3	tt1029756:6.6	tt1181664:-	tt1771102:-	tt1990526:-	tt1990528:-	tt2924890:-	tt2924894:-	tt2924908:-	tt2924912:-	tt2924922:-	tt2924924:-	tt2924928:-	tt2924938:-	
\N	tt1156345:-	tt1769614:-	tt1901925:-	tt1901926:-	tt1911798:-	tt1951880:-	tt1958338:-	tt1965577:-	tt1965578:-	tt1965579:-	tt1965580:-	tt1990518:-	tt1990520:-	tt1990523:-	tt1990524:-	tt1990525:-	tt3154026:-	
2	tt1378863:-	tt1383612:-	tt1901924:-	tt1942251:-	tt1944142:-	tt1944143:-	tt1962247:-	tt1990519:-	tt1990521:-	tt1990522:-	tt1990527:-	tt2924892:-	tt2924902:-	tt2924914:-	tt2924916:-	tt2924920:-	tt2924930:-	
7	tt2924882:-	tt2924884:-	tt2924886:-	tt2924888:-	tt2924896:-	tt2924900:-	
