1	tt3715980:-	tt3715982:-	tt3715984:-	tt3715986:-	tt3715988:-	tt3715994:-	tt3715996:-	tt3715998:-	tt3716000:-	tt3716004:-	tt3716006:-	tt3716008:-	tt3716010:-	tt3716012:-	tt3716014:-	tt3716016:-	tt3716018:-	tt3716020:-	tt3716022:-	tt3716026:-	
2	tt3718874:-	tt3718882:-	tt3718888:-	tt3718890:-	tt3718892:-	tt3718900:-	tt3718910:-	tt3718930:-	tt3718932:-	tt3718940:-	tt3718944:-	tt3718946:-	tt3718952:-	tt3718998:-	tt3719010:-	tt3719016:-	tt3719032:-	tt3746852:-	tt3746854:-	tt3746856:-	
3	tt3754000:-	tt3754002:-	tt3754004:-	tt3754006:-	tt3754008:-	tt3754010:-	tt3754012:-	tt3754014:-	tt3754016:-	tt3754020:-	tt3754024:-	tt3754026:-	tt3754028:-	tt3754030:-	tt3754032:-	tt3754034:-	tt3754038:-	tt3754040:-	tt3754042:-	tt3754044:-	
4	tt3754048:-	tt3754050:-	tt3754052:-	tt3754056:-	tt3754058:-	tt3754060:-	tt3754062:-	tt3754064:-	tt3754068:-	tt3754072:-	tt3754074:-	tt3754076:-	tt3754078:-	tt3754080:-	tt3754082:-	tt3754084:-	tt3754086:-	tt3754088:-	tt3754090:-	tt3754092:-	
5	tt3765022:-	tt3765026:-	tt3765030:-	tt3765032:-	tt3765034:-	tt3765036:-	tt3765038:-	tt3765040:-	tt3765046:-	tt3765048:-	tt3765050:-	tt3765052:-	tt3765054:-	tt3765056:-	tt3765058:-	tt3765060:-	tt3765068:-	tt3765070:-	tt3765074:-	tt3765076:-	
6	tt3765222:-	tt3765228:-	tt3765232:-	tt3765234:-	tt3765236:-	tt3765238:-	tt3765240:-	tt3765242:-	tt3765244:-	tt3765246:-	tt3765248:-	tt3765252:-	tt3765254:-	tt3765256:-	tt3765258:-	tt3765260:-	tt3765264:-	tt3765268:-	tt3765274:-	tt3772002:-	
7	tt3824756:-	tt3824758:-	tt3824760:-	tt3824762:-	tt3824764:-	tt3824766:-	tt3824768:-	tt3824770:-	tt3824772:-	tt3824774:-	tt3824776:-	tt3824778:-	tt3824780:-	tt3824782:-	tt3824784:-	tt3824786:-	tt3824788:-	tt3824790:-	tt3824792:-	tt3824794:-	
8	tt8723852:-	tt8723884:-	tt8723958:-	tt8724012:-	tt8724038:-	tt8724060:-	tt8724068:-	tt8724070:-	tt8724078:-	tt8724084:-	tt8724098:-	tt8724102:-	tt8724106:-	tt8724122:-	tt8724124:-	tt8724128:-	tt8724136:-	tt8724140:-	tt8724142:-	tt8724148:-	
9	tt8728260:-	tt8728266:-	tt8728270:-	tt8728274:-	tt8728278:-	tt8728282:-	tt8728284:-	tt8728286:-	tt8728292:-	tt8728294:-	tt8728298:-	tt8728300:-	tt8728302:-	tt8728304:-	tt8728306:-	tt8728308:-	tt8728310:-	tt8728312:-	tt8728316:-	tt8728318:-	
10	tt8728336:-	tt8728338:-	tt8728340:-	tt8728342:-	tt8728344:-	tt8728346:-	tt8728348:-	tt8728350:-	tt8728714:-	tt8728716:-	tt8728718:-	tt8728720:-	tt8728722:-	tt8728724:-	tt8728726:-	tt8728728:-	tt8728730:-	tt8728732:-	tt8728734:-	tt8728736:-	
