1	tt4457382:-	tt4457384:-	tt4457386:-	tt4457388:-	tt4457390:-	tt4457392:-	tt4457394:-	tt4457396:-	
2	tt4613642:-	tt6393408:-	tt6393410:-	tt6393412:-	tt6393416:-	tt6393420:-	
3	tt6393426:-	tt6393430:-	tt6393432:-	tt6393434:-	tt6393438:-	tt6393444:-	tt6393448:-	tt6393450:-	
