2	tt2168434:-	tt2168840:-	tt2355097:-	tt2355099:-	tt2355101:-	tt2355103:-	tt2355105:-	tt2367797:-	tt2697742:-	tt2697750:-	tt2697754:-	tt2697760:-	tt2697762:-	tt2697764:-	tt2697766:-	
1	tt2671058:-	tt2675782:-	tt2675890:-	tt2676132:-	tt2676148:-	tt2676442:-	tt2676610:-	tt2676644:-	tt2678224:-	tt2678646:-	tt2678668:-	tt2719234:-	
3	tt2704584:-	tt2704594:-	tt2704604:-	tt2704620:-	tt2704624:-	tt2704630:-	tt2704660:-	tt2704666:-	tt2704678:-	tt2704682:-	tt2704688:-	tt2707696:-	tt2707716:-	
4	tt2707632:-	tt2707642:-	tt2707646:-	tt2707650:-	tt2707652:-	tt2707656:-	tt2707660:-	tt2707662:-	tt2707666:-	tt2707668:-	tt2707672:-	tt2707676:-	tt2707678:-	
