18	tt6345378:-	tt6532656:-	tt6532674:-	tt6532678:-	tt6532682:-	tt6532686:-	tt6532690:-	tt6532692:-	tt6532698:-	tt6532704:-	tt6532708:-	tt6532712:-	tt6532714:-	tt6532722:-	tt6532734:-	tt6532752:-	tt6532762:-	tt6532764:-	tt6532770:-	tt6532784:-	tt6532800:-	tt6532812:-	tt6532824:-	tt6532830:-	tt6532832:-	tt6532838:-	tt6532842:-	tt6532846:-	tt6532852:-	
19	tt6345382:-	tt6519934:-	tt6519938:-	tt6519942:-	tt6519946:-	tt6519948:-	tt6519958:-	tt6519964:-	tt6519968:-	tt6519970:-	tt6519972:-	tt6519976:-	tt6519980:-	tt6519984:-	tt6519988:-	tt6519992:-	tt6520000:-	tt6520008:-	tt6520012:-	tt6520016:-	tt6520020:-	tt6520022:-	tt6520024:-	tt6520030:-	tt6520038:-	tt6520050:-	tt6520066:-	tt6520082:-	tt6520110:-	
20	tt6345388:-	tt6519702:-	tt6519704:-	tt6519708:-	tt6519714:-	tt6519724:-	tt6519732:-	tt6519734:-	tt6519738:-	tt6519742:-	tt6519748:-	tt6519754:-	tt6519760:-	tt6519776:-	tt6519786:-	tt6519796:-	tt6519810:-	tt6519816:-	tt6519822:-	tt6519842:-	tt6519852:-	tt6519868:-	tt6519878:-	tt6519884:-	tt6519890:-	tt6519900:-	tt6519902:-	tt6519914:-	tt6519918:-	
21	tt6345604:-	tt6519508:-	tt6519510:-	tt6519514:-	tt6519516:-	tt6519518:-	tt6519520:-	tt6519540:-	tt6519556:-	tt6519560:-	tt6519566:-	tt6519568:-	tt6519572:-	tt6519582:-	tt6519594:-	tt6519608:-	tt6519612:-	tt6519620:-	tt6519622:-	tt6519626:-	tt6519628:-	tt6519632:-	tt6519634:-	tt6519640:-	tt6519646:-	tt6519654:-	tt6519656:-	tt6519660:-	tt6519664:-	
22	tt6345608:-	tt6518854:-	tt6518856:-	tt6518860:-	tt6518864:-	tt6518866:-	tt6518868:-	tt6518870:-	tt6518874:-	tt6518880:-	tt6518882:-	tt6518894:-	tt6518918:-	tt6518932:-	tt6518936:-	tt6518946:-	tt6518948:-	tt6518950:-	tt6518954:-	tt6518962:-	tt6518966:-	tt6518968:-	tt6518974:-	tt6518978:-	tt6518980:-	tt6518982:-	tt6518984:-	tt6518988:-	tt6518992:-	
23	tt6345612:-	tt6515092:-	tt6515096:-	tt6515098:-	tt6515102:-	tt6515104:-	tt6515106:-	tt6515110:-	tt6515112:-	tt6515114:-	tt6515118:-	tt6515122:-	tt6515126:-	tt6515130:-	tt6515132:-	tt6515134:-	tt6515138:-	tt6515142:-	tt6515144:-	tt6515146:-	tt6515150:-	tt6515152:-	tt6515156:-	tt6515160:-	tt6515162:-	tt6515168:-	tt6515172:-	tt6515176:-	tt6515178:-	
24	tt6345614:-	tt6507944:-	tt6507948:-	tt6507952:-	tt6507956:-	tt6507958:-	tt6507962:-	tt6507966:-	tt6507970:-	tt6507972:-	tt6507974:-	tt6507980:-	tt6507982:-	tt6507984:-	tt6507986:-	tt6507994:-	tt6508012:-	tt6508014:-	tt6508016:-	tt6508022:-	tt6508028:-	tt6508030:-	tt6508034:-	tt6508038:-	tt6508042:-	tt6508048:-	tt6508054:-	tt6508058:-	tt6508062:-	
25	tt6345618:-	tt6507798:-	tt6507802:-	tt6507806:-	tt6507808:-	tt6507812:-	tt6507818:-	tt6507826:-	tt6507830:-	tt6507836:-	tt6507838:-	tt6507842:-	tt6507850:-	tt6507852:-	tt6507854:-	tt6507862:-	tt6507864:-	tt6507868:-	tt6507872:-	tt6507876:-	tt6507878:-	tt6507880:-	tt6507884:-	tt6507890:-	tt6507894:-	tt6507900:-	tt6507904:-	tt6507932:-	tt6507938:-	
26	tt6345620:-	tt6506450:-	tt6506456:-	tt6506462:-	tt6506464:-	tt6506466:-	tt6506470:-	tt6506472:-	tt6506474:-	tt6506476:-	tt6506480:-	tt6506482:-	tt6506488:-	tt6506496:-	tt6506498:-	tt6506502:-	tt6506504:-	tt6506510:-	tt6506514:-	tt6506524:-	tt6506528:-	tt6506532:-	tt6506542:-	tt6506546:-	tt6506550:-	tt6506556:-	tt6506558:-	tt6506560:-	tt6506562:-	
27	tt6345624:-	tt6494150:-	tt6494156:-	tt6494160:-	tt6494164:-	tt6494180:-	tt6494188:-	tt6494190:-	tt6494200:-	tt6494212:-	tt6494214:-	tt6494218:-	tt6494224:-	tt6494240:-	tt6494246:-	tt6494248:-	tt6494254:-	tt6494256:-	tt6494262:-	tt6494264:-	tt6494280:-	tt6494292:-	tt6494298:-	tt6494308:-	tt6494328:-	tt6494330:-	tt6494332:-	tt6494342:-	tt6494346:-	
28	tt6345628:-	tt6493552:-	tt6493554:-	tt6493556:-	tt6493562:-	tt6493568:-	tt6493572:-	tt6493578:-	tt6493588:-	tt6493590:-	tt6493598:-	tt6493602:-	tt6493606:-	tt6493608:-	tt6493612:-	tt6493616:-	tt6493620:-	tt6493626:-	tt6493636:-	tt6493640:-	tt6493714:-	tt6493782:-	tt6493784:-	tt6493788:-	tt6493796:-	tt6493802:-	tt6493804:-	tt6493810:-	tt6493816:-	
29	tt6345636:-	tt6493418:-	tt6493424:-	tt6493430:-	tt6493434:-	tt6493438:-	tt6493442:-	tt6493444:-	tt6493446:-	tt6493450:-	tt6493454:-	tt6493456:-	tt6493460:-	tt6493464:-	tt6493466:-	tt6493470:-	tt6493478:-	tt6493484:-	tt6493486:-	tt6493488:-	tt6493490:-	tt6493498:-	tt6493504:-	tt6493516:-	tt6493520:-	tt6493524:-	tt6493526:-	tt6493530:-	tt6493536:-	
30	tt6345638:-	tt6486488:-	tt6486498:-	tt6486504:-	tt6486506:-	tt6486522:-	tt6486534:-	tt6486540:-	tt6486708:-	tt6486714:-	tt6486718:-	tt6486724:-	tt6486730:-	tt6486736:-	tt6486740:-	tt6486744:-	tt6486750:-	tt6486766:-	tt6486768:-	tt6486772:-	tt6486774:-	tt6486778:-	tt6486782:-	tt6486788:-	tt6486792:-	tt6486796:-	tt6486800:-	tt6486806:-	tt6486818:-	
31	tt6345642:-	tt6486232:-	tt6486236:-	tt6486238:-	tt6486242:-	tt6486244:-	tt6486246:-	tt6486254:-	tt6486258:-	tt6486260:-	tt6486262:-	tt6486304:-	tt6486312:-	tt6486314:-	tt6486322:-	tt6486326:-	tt6486330:-	tt6486342:-	tt6486368:-	tt6486378:-	tt6486384:-	tt6486392:-	tt6486410:-	tt6486416:-	tt6486424:-	tt6486448:-	tt6486464:-	tt6486466:-	tt6486476:-	
32	tt6347578:-	tt6482128:-	tt6482136:-	tt6482140:-	tt6482152:-	tt6482156:-	tt6482162:-	tt6482170:-	tt6482186:-	tt6482200:-	tt6482210:-	tt6482214:-	tt6482224:-	tt6482234:-	tt6482250:-	tt6482262:-	tt6482274:-	tt6482276:-	tt6482278:-	tt6482282:-	tt6482288:-	tt6482290:-	tt6482294:-	tt6482296:-	tt6482298:-	tt6482384:-	tt6482398:-	tt6482402:-	tt6482428:-	
33	tt6347586:-	tt6475748:-	tt6475752:-	tt6475754:-	tt6475762:-	tt6475766:-	tt6475772:-	tt6475776:-	tt6475782:-	tt6475784:-	tt6475790:-	tt6475792:-	tt6475794:-	tt6475800:-	tt6475802:-	tt6475804:-	tt6475816:-	tt6475818:-	tt6475826:-	tt6475832:-	tt6475842:-	tt6475844:-	tt6475846:-	tt6475850:-	tt6475856:-	tt6475858:-	tt6475862:-	tt6475864:-	tt6475866:-	
34	tt6347590:-	tt6468234:-	tt6468238:-	tt6468244:-	tt6468248:-	tt6468258:-	tt6468262:-	tt6468266:-	tt6468270:-	tt6468278:-	tt6468284:-	tt6468288:-	tt6468292:-	tt6468296:-	tt6468298:-	tt6468304:-	tt6468306:-	tt6468310:-	tt6468314:-	tt6468318:-	tt6468324:-	tt6468330:-	tt6468340:-	tt6468348:-	tt6468350:-	tt6468354:-	tt6468364:-	tt6468372:-	tt6468378:-	
35	tt6347598:-	tt6467930:-	tt6467934:-	tt6467936:-	tt6467938:-	tt6467940:-	tt6467944:-	tt6467948:-	tt6467964:-	tt6467966:-	tt6467970:-	tt6467974:-	tt6467978:-	tt6467982:-	tt6467984:-	tt6467994:-	tt6467998:-	tt6468002:-	tt6468006:-	tt6468020:-	tt6468022:-	tt6468026:-	tt6468028:-	tt6468030:-	tt6468038:-	tt6468040:-	tt6468046:-	tt6468052:-	tt6468056:-	
36	tt6347600:-	tt6465886:-	tt6465892:-	tt6465898:-	tt6465900:-	tt6465904:-	tt6465910:-	tt6465914:-	tt6465916:-	tt6465924:-	tt6465928:-	tt6465932:-	tt6465938:-	tt6465942:-	tt6465946:-	tt6465948:-	tt6465950:-	tt6465954:-	tt6465960:-	tt6465966:-	tt6465970:-	tt6465974:-	tt6465976:-	tt6465980:-	tt6465982:-	tt6465994:-	tt6465998:-	tt6466000:-	tt6466004:-	
37	tt6347612:-	tt6351176:-	tt6351178:-	tt6351180:-	tt6351186:-	tt6351190:-	tt6351196:-	tt6351198:-	tt6351204:-	tt6351210:-	tt6351212:-	tt6351214:-	tt6351216:-	tt6351218:-	tt6351222:-	tt6351226:-	tt6351230:-	tt6351236:-	tt6351242:-	tt6351246:-	tt6351250:-	tt6351256:-	tt6351262:-	tt6351264:-	
38	tt6347618:-	tt6442486:-	tt6442490:-	tt6442496:-	tt6442504:-	tt6442514:-	tt6442526:-	tt6442536:-	tt6442548:-	tt6442556:-	tt6442560:-	tt6442562:-	tt6442570:-	tt6442580:-	tt6442586:-	tt6442596:-	tt6442610:-	tt6442614:-	tt6442618:-	tt6442626:-	tt6442636:-	tt6442642:-	tt6442650:-	tt6442660:-	tt6442664:-	tt6442674:-	tt6442680:-	tt6442684:-	tt6442700:-	tt6442714:-	
39	tt6347630:-	tt6435234:-	tt6435244:-	tt6435246:-	tt6435250:-	tt6435260:-	tt6435268:-	tt6435278:-	tt6435280:-	tt6435290:-	tt6435298:-	tt6435306:-	tt6435314:-	tt6435322:-	tt6435328:-	tt6435332:-	tt6435340:-	tt6435348:-	tt6435356:-	tt6435364:-	tt6435382:-	tt6435394:-	tt6435400:-	tt6435402:-	tt6435404:-	tt6435410:-	tt6435414:-	tt6435422:-	tt6435424:-	tt6435430:-	
41	tt6347642:-	tt6360028:-	tt6360030:-	tt6360032:-	tt6360036:-	tt6360040:-	tt6360044:-	tt6360046:-	tt6360052:-	tt6360054:-	tt6360056:-	tt6360060:-	tt6360064:-	tt6360066:-	tt6360068:-	tt6360070:-	tt6360072:-	tt6360074:-	tt6360076:-	tt6360078:-	tt6360082:-	tt6360084:-	tt6360088:-	tt6360092:-	tt6360094:-	tt6360098:-	
43	tt6347650:-	tt6347660:-	tt6427860:-	tt6427866:-	tt6427868:-	tt6427870:-	tt6427876:-	tt6427878:-	tt6427880:-	tt6427882:-	tt6427886:-	tt6427888:-	tt6427890:-	tt6427892:-	tt6427896:-	tt6427898:-	tt6427902:-	tt6427904:-	tt6427908:-	tt6427910:-	tt6427914:-	tt6427918:-	tt6427922:-	tt6427924:-	tt6427934:-	tt6427938:-	tt6427956:-	tt6427962:-	tt6427966:-	
