1	tt0593514:-	tt0593524:-	tt0872988:-	tt0901990:-	tt1038469:-	tt1434743:-	tt1594720:-	tt1688808:-	tt1902415:-	tt2234827:-	tt2385048:-	tt2385062:-	tt2385430:-	tt2385432:-	tt2385434:-	tt2417180:-	tt2417186:-	tt2417190:-	tt2417200:-	tt2417202:-	tt2428492:-	tt2428526:-	tt2428532:-	tt2428536:-	tt2492520:-	tt2946824:-	tt2956304:-	tt2965488:-	tt2986082:-	tt3003242:-	tt3019040:-	tt3019062:-	tt3038802:-	tt3045744:-	tt3054758:-	tt3067494:-	tt3072556:-	tt3077544:-	tt3093550:-	tt3103074:-	tt3113790:-	tt3113804:-	tt3121092:-	tt3121098:-	tt3428998:-	tt3471614:-	
2	tt0883713:-	tt0883714:-	tt0883716:-	tt0883717:-	tt0883718:-	tt0883720:-	tt0883721:-	tt1022817:-	tt1065902:-	tt1269438:-	tt1652137:-	tt1662046:-	tt1704844:-	tt2385044:-	tt2978554:-	tt3419674:-	tt3425210:-	tt3459764:-	tt3470594:-	tt3488420:-	tt3491928:-	tt3497196:-	tt3501616:-	tt3503468:-	tt3509022:-	tt3520176:-	tt3555302:-	tt3568954:-	tt3641030:-	tt3651168:-	tt3652972:-	tt3657738:-	tt3664128:-	tt3667362:-	tt3671654:-	tt3672172:-	tt3686576:-	tt3688052:-	tt3692664:-	tt3696490:-	tt3698600:-	tt3703138:-	tt3705138:-	tt3705520:-	tt3707670:-	tt3707690:-	
\N	tt3464628:-	tt3559832:-	
