1	tt1732427:-	tt1732428:-	tt1732429:-	tt1732430:-	tt1732431:-	tt1732432:-	tt1732433:-	tt1732434:-	tt1732435:-	tt1732436:-	tt1732437:-	tt1732438:-	
2	tt1979913:5.0	tt1983850:-	tt1983851:-	tt1988443:-	tt1989258:-	tt1995920:-	tt1997997:-	tt1997998:-	tt2003901:-	tt2003902:-	tt2015089:-	tt2033839:-	tt2040066:-	tt2048573:-	tt2062928:-	tt2264202:-	tt2264248:-	tt2883170:-	
3	tt2156167:-	tt2156169:4.6	tt2164947:-	tt2176907:-	tt2188297:-	tt2188299:-	tt2209487:-	tt2225449:6.2	tt2242553:-	tt2257843:-	tt2264338:-	tt2264348:-	tt2264356:-	tt2264388:-	tt2272619:-	tt2302105:-	tt2315219:-	tt2330117:-	tt2330119:-	tt2754376:-	
\N	tt2264136:-	tt2264384:-	tt2264392:-	tt4083580:-	tt4083582:-	tt4083586:-	tt5734912:-	tt6068780:-	tt6068786:-	
5	tt2264140:-	tt2731712:-	tt2731714:-	tt2749760:-	tt2765424:-	tt2781350:-	tt2812456:-	tt2827760:-	tt2845232:-	tt2859782:-	tt2880310:-	tt2883152:-	tt2883172:-	tt2883174:-	tt2883176:-	tt2883182:-	tt2883186:-	tt2899872:-	
4	tt2332896:-	tt2347260:-	tt2361444:-	tt2374126:-	tt2386084:-	tt2402908:-	tt2402910:-	tt2427680:-	tt2442202:-	tt2750012:3.8	tt2754396:-	tt2754404:-	tt2754422:-	tt2754432:-	tt2754446:-	tt2754452:-	tt2754460:-	tt2838780:-	
6	tt3311674:-	tt3326578:-	tt3332490:-	tt3349120:-	tt3398640:-	tt3407154:-	tt3420454:-	tt3447058:-	tt3463520:-	tt3477880:-	tt3779394:-	tt3866546:-	tt3866548:-	tt3866550:-	tt3866554:-	tt3866556:-	tt3866558:-	tt7013590:-	
7	tt3772872:6.6	tt3790156:-	tt3838370:-	tt3853346:-	tt3855700:-	tt3866524:-	tt3866528:-	tt3866530:-	tt3866532:-	tt3866534:4.8	tt3866536:-	tt3866540:-	tt3868162:-	tt3886294:-	tt3900714:-	tt4795072:-	tt7013354:-	tt7013392:-	
8	tt4298938:-	tt4311840:-	tt4311842:-	tt4326496:-	tt4345714:5.4	tt4368198:6.6	tt4388756:-	tt4416466:-	tt4421368:-	tt4433788:-	tt4453714:-	tt4462638:-	tt4477762:-	tt4505528:-	tt4505562:-	tt4505584:-	tt4505598:-	tt4505610:-	
9	tt5284468:4.2	tt5297792:-	tt5314664:-	tt5353714:-	tt5353716:4.8	tt5353718:-	tt5353720:-	tt5424092:-	tt5446408:-	tt6070806:-	tt6070818:-	tt6070828:-	tt6070866:-	tt6070876:-	tt6985732:-	tt6985786:-	tt8720656:-	
10	tt8429710:-	tt8528688:-	tt8710358:-	tt8710360:-	tt8710364:-	tt8710366:-	tt8737660:-	tt8834566:-	tt8834574:-	tt8929784:-	
