1	tt1140023:7.2	tt1143176:6.5	tt1143177:6.0	tt1145968:5.4	tt1149414:7.2	tt1152856:6.7	tt1156193:6.3	
2	tt1530804:7.8	tt1535331:7.7	tt1540293:6.6	tt1545265:7.6	tt1547851:6.6	tt1556898:6.0	
3	tt1629749:7.7	tt1629750:-	tt1629751:7.6	tt1629752:-	tt1629753:-	tt1629754:-	
\N	tt2076682:-	
