1	tt0886836:-	tt0886837:-	tt0886838:-	tt0886839:-	tt0886840:-	tt0886841:-	tt0886842:-	
2	tt0886843:-	tt0886844:-	tt0886845:-	tt0886846:-	tt0886847:-	tt0886848:-	
3	tt0886849:-	tt0886850:-	tt0886851:-	tt0886852:-	tt0886853:-	tt0886854:-	
