13	tt10699772:-	tt11176886:-	
1	tt1243767:-	tt1243768:-	tt1243769:-	tt1243770:-	tt1243771:-	tt1243772:-	tt1243773:-	tt1243774:-	tt1243775:-	tt1243776:-	tt1243777:-	tt1243778:-	tt1243779:-	tt1243780:-	tt1243781:-	tt1243782:-	tt1243783:-	tt1243784:-	tt1244323:-	tt1244324:-	
6	tt2024942:-	tt2024945:-	tt2024951:-	tt2024955:-	tt2024957:-	tt2024960:-	tt2024963:-	tt2024966:-	tt2024969:-	tt2024970:-	tt2024972:-	tt2024974:-	tt2024975:-	tt2024977:-	tt2024978:-	tt2024980:-	tt2024984:-	tt2024986:-	tt2024989:-	tt2024993:-	tt2024995:-	tt2024996:-	tt2025000:-	tt2025002:-	tt2025003:-	
4	tt2024943:-	tt2024962:-	tt2024983:-	tt2024988:-	tt2024998:-	
2	tt2024944:-	tt2024947:-	tt2024950:-	tt2024952:-	tt2024958:-	tt2024959:-	tt2024971:-	tt2024979:-	tt2024990:-	tt2024999:-	
3	tt2024946:-	tt2024948:-	tt2024953:-	tt2024954:-	tt2024956:-	tt2024961:-	tt2024964:-	tt2024965:-	tt2024967:-	tt2024968:-	tt2024973:-	tt2024991:-	tt2024992:-	tt2024994:-	tt2025001:-	
5	tt2024949:-	tt2024976:-	tt2024981:-	tt2024987:-	tt2024997:-	
\N	tt2024982:-	tt2024985:-	
8	tt6935720:-	tt6938304:-	tt6938424:-	tt6940674:-	tt6940772:-	
11	tt6936810:-	tt6937462:-	tt6939388:-	tt6939414:-	tt6939442:-	
12	tt6937168:-	tt6937474:-	
7	tt6937584:-	tt6940722:-	tt6940726:-	tt6940746:-	tt6940856:-	
9	tt6938334:-	tt6938358:-	tt6938518:-	tt6938658:-	tt6939344:-	
10	tt6938482:-	tt6938576:-	tt6938620:-	tt6939374:-	tt6939422:-	
