1	tt14421832:-	tt14421834:-	tt14421836:-	tt14421838:-	tt14421840:-	tt14421842:-	tt14421846:-	tt14421848:-	tt14421850:-	
2	tt14421896:-	tt14421898:-	tt14421900:-	tt14421906:-	tt14421908:-	tt14421910:-	tt14421912:-	tt14421914:-	tt14421918:-	
