1	tt13472232:-	tt13472236:-	tt13472238:-	tt13472240:-	tt13472242:-	tt13472244:-	tt13472246:-	tt13472248:-	
2	tt13952050:-	tt13952052:-	tt13952054:-	tt13952056:-	tt13952060:-	tt13952062:-	tt13952064:-	tt13952066:-	tt13952068:-	
3	tt14902148:-	tt14902198:-	tt14902212:-	tt14902214:-	tt14902216:-	tt14902218:-	tt14902220:-	tt14902222:-	tt14902224:-	
