14	tt11835598:-	tt11835600:-	tt11835604:-	tt11835610:-	tt11835612:-	tt11835616:-	tt11835620:-	tt11835622:-	tt11835626:-	tt11835628:-	
10	tt11978620:-	tt11978626:-	tt11978634:-	tt11978672:-	tt11978684:-	tt11978704:-	tt11978734:-	tt11978758:-	tt11978800:-	tt11978822:-	tt11978838:-	tt11978854:-	tt11978876:-	tt11978894:-	tt11978910:-	tt9803730:-	
9	tt11978922:-	tt11978948:-	
2	tt11978974:-	tt11979006:-	
1	tt11979056:-	tt11979102:-	
3	tt11979130:-	tt9803810:-	
4	tt11979162:-	tt9803802:-	
5	tt11979172:-	tt9803788:-	
6	tt11979184:-	tt9803778:-	
7	tt11979204:-	tt9803762:-	
8	tt11979234:-	tt9803748:-	
15	tt13672558:-	tt13672564:-	tt13672568:-	tt13672570:-	tt13672576:-	tt13672580:-	tt13672586:-	tt13672596:-	tt13672598:-	tt13672606:-	tt13795970:-	tt13795976:-	tt13795980:-	tt13795984:-	tt13795986:-	tt13905998:-	tt13906000:-	tt13906002:-	tt13906004:-	tt13906006:-	
12	tt9736152:-	tt9766010:-	tt9766012:-	tt9766014:-	tt9766016:-	tt9766018:-	tt9766020:-	tt9766022:-	tt9803670:-	tt9803674:-	tt9803678:-	tt9803680:-	tt9803686:-	tt9803694:-	tt9803696:-	
11	tt9803720:-	tt9834626:-	tt9834628:-	tt9834634:-	tt9834636:-	tt9834638:-	tt9834646:-	tt9834652:-	tt9834656:-	tt9834660:-	tt9834662:-	tt9834666:-	tt9834668:-	tt9834672:-	tt9834676:-	
