\N	tt1755173:-	tt1755174:-	tt1762602:-	tt1762603:-	tt1762604:-	tt1763468:-	tt1763469:-	tt1764917:-	tt1764918:-	tt1764919:-	tt1766426:-	tt1766427:-	tt1767626:-	tt1767627:-	tt1767628:-	tt1767629:-	tt1769657:-	tt1769658:-	tt1771178:-	tt1771179:-	tt1902025:-	tt1902026:-	tt1936274:-	tt1936275:-	tt1960109:-	tt1966821:-	tt2011485:-	tt2025902:-	tt2034929:-	tt2065186:-	tt2072437:-	tt2078105:-	tt2078106:-	tt2090829:-	tt2108004:-	tt4814776:-	tt4814778:-	tt4869046:-	tt4892356:-	tt5123800:-	tt7217818:-	
16	tt1926508:-	tt7217744:-	tt7217750:-	tt7217764:-	tt7217768:-	tt7217770:-	tt7217772:-	tt7217778:-	tt7217780:-	tt7217782:-	tt7217794:-	tt7217802:-	tt7217806:-	tt7220854:-	tt7220858:-	tt7220864:-	tt7220876:-	tt7220878:-	tt7220886:-	tt7220888:-	tt7220896:-	tt7220902:-	tt7220904:-	tt7220908:-	tt7220912:-	tt7235090:-	
15	tt7217820:-	tt7217822:-	tt7220916:-	tt7220918:-	tt7220920:-	tt7220922:-	tt7220930:-	tt7220940:-	tt7220950:-	tt7220952:-	tt7220954:-	tt7220968:-	tt7220974:-	tt7220978:-	tt7220980:-	tt7235104:-	tt7235106:-	tt7235110:-	tt7235114:-	tt7235122:-	tt7235124:-	tt7235128:-	tt7235130:-	tt7235132:-	tt7235134:-	tt7235138:-	
13	tt7217842:-	tt7217848:-	tt7217850:-	tt7217852:-	tt7217854:-	tt7217856:-	tt7217858:-	tt7217860:-	tt7217866:-	tt7217876:-	tt7235186:-	tt7235192:-	tt7235194:-	tt7235198:-	tt7235200:-	tt7235202:-	tt7235204:-	tt7235208:-	tt7235210:-	tt7235216:-	tt7235218:-	tt7235226:-	tt7235228:-	tt7235230:-	tt7235232:-	tt7235236:-	
12	tt7217884:-	tt7217892:-	tt7217900:-	tt7217914:-	tt7217920:-	tt7217926:-	tt7217930:-	tt7217934:-	tt7217936:-	tt7217940:-	tt7217944:-	tt7217950:-	tt7235242:-	tt7235244:-	tt7235246:-	tt7235248:-	tt7235250:-	tt7235260:-	tt7235266:-	tt7235280:-	tt7235282:-	tt7235286:-	tt7235288:-	tt7235290:-	tt7235292:-	tt7235294:-	
11	tt7217958:-	tt7217964:-	tt7217986:-	tt7217988:-	tt7217992:-	tt7217994:-	tt7217998:-	tt7218000:-	tt7218002:-	tt7218004:-	tt7218006:-	tt7218008:-	tt7218012:-	tt7235298:-	tt7235302:-	tt7235304:-	tt7235306:-	tt7235308:-	tt7235310:-	tt7235312:-	tt7235314:-	tt7235316:-	tt7235318:-	tt7235320:-	tt7235322:-	tt7235324:-	
10	tt7218038:-	tt7218044:-	tt7218050:-	tt7218056:-	tt7218076:-	tt7218078:-	tt7218080:-	tt7218082:-	tt7218084:-	tt7218086:-	tt7218088:-	tt7218090:-	tt7235326:-	tt7235328:-	tt7235330:-	tt7235350:-	tt7235352:-	tt7235358:-	tt7235364:-	tt7235370:-	tt7235372:-	tt7235374:-	tt7235376:-	tt7235378:-	tt7235384:-	tt7235386:-	
9	tt7218094:-	tt7218096:-	tt7218098:-	tt7218102:-	tt7218104:-	tt7218106:-	tt7218108:-	tt7218110:-	tt7218114:-	tt7235390:-	tt7235394:-	tt7235396:-	tt7235400:-	tt7235418:-	tt7235422:-	tt7235428:-	tt7235432:-	tt7235434:-	tt7235440:-	tt7235442:-	tt7235444:-	tt7235446:-	tt7235448:-	tt7235450:-	tt7235452:-	tt7235454:-	
8	tt7218112:-	tt7218118:-	tt7218122:-	tt7218124:-	tt7218126:-	tt7218128:-	tt7218130:-	tt7218134:-	tt7218136:-	tt7218142:-	tt7218146:-	tt7218148:-	tt7218152:-	
7	tt7218158:-	tt7218162:-	tt7218166:-	tt7218170:-	tt7218174:-	tt7218180:-	tt7218182:-	tt7218186:-	tt7218190:-	tt7218192:-	tt7218194:-	tt7218200:-	tt7218204:-	
6	tt7218216:-	tt7218220:-	tt7218224:-	tt7218226:-	tt7218230:-	tt7218234:-	tt7218238:-	tt7218242:-	tt7218248:-	tt7218252:-	tt7218256:-	tt7218258:-	tt7218262:-	
5	tt7218264:-	tt7218266:-	tt7218272:-	tt7218280:-	tt7218282:-	tt7218284:-	tt7218288:-	tt7218290:-	tt7218292:-	tt7218296:-	tt7218300:-	tt7218302:-	tt7218306:-	
14	tt7220986:-	tt7220992:-	tt7220994:-	tt7221002:-	tt7221006:-	tt7221008:-	tt7221014:-	tt7221016:-	tt7221022:-	tt7221024:-	tt7221026:-	tt7221030:-	tt7221034:-	tt7235144:-	tt7235146:-	tt7235148:-	tt7235150:-	tt7235152:-	tt7235156:-	tt7235158:-	tt7235164:-	tt7235166:-	tt7235170:-	tt7235172:-	tt7235176:-	tt7235182:-	
