7	tt0600921:6.8	tt0600934:7.5	tt0600936:6.7	tt0600954:7.2	tt0600961:7.9	tt0600971:7.8	tt0779045:7.3	
2	tt0600922:7.5	tt0600933:7.3	tt0600938:6.8	tt0600950:6.4	tt0771447:6.4	tt0771448:7.3	
4	tt0600923:7.4	tt0600926:6.8	tt0600930:7.2	tt0600935:7.4	tt0600939:7.9	tt0600953:7.0	tt0600966:6.9	
3	tt0600924:7.7	tt0600955:7.5	tt0600964:6.6	tt0600969:7.3	tt0772491:7.2	tt0772492:7.4	
1	tt0600925:7.1	tt0600928:6.7	tt0600941:7.2	tt0600948:6.9	tt0600958:6.8	tt0600959:7.7	tt0771449:7.4	
5	tt0600927:7.2	tt0600929:7.0	tt0600946:7.2	tt0600951:6.7	tt0600960:6.9	tt0600962:7.2	tt0775628:7.4	
8	tt0600931:7.0	tt0600943:5.8	tt0600945:7.1	tt0600947:6.8	tt0600952:7.3	tt0600963:6.6	
6	tt0600932:6.5	tt0600942:6.2	tt0600944:7.1	tt0600949:6.9	tt0600956:6.5	tt0600968:6.6	
9	tt0600937:6.9	tt0600940:6.4	tt0600957:6.7	tt0600965:6.8	tt0600967:8.7	tt0600970:7.6	
