1	tt1860668:-	tt6048940:-	tt6048942:-	tt6048944:-	tt6048946:-	tt6048948:-	tt6048950:-	tt6048952:-	tt6048954:-	tt6048956:-	tt6048958:-	tt6048960:-	tt6048964:-	tt6048966:-	tt6048968:-	
2	tt5840688:-	tt6048982:-	tt6048984:-	tt6048986:-	tt6048988:-	tt6048990:-	tt6048992:-	tt6048994:-	tt6048996:-	tt6048998:-	tt6049000:-	tt9867154:-	tt9867226:-	tt9867246:-	tt9867302:-	
